model_key,ground_truth_species,predicted_species,count
bioclip_zero_shot,Acer negundo,Toxicodendron radicans,1
bioclip_zero_shot,Acer nigrum,Acer rubrum,1
bioclip_zero_shot,Acer nigrum,Zanthoxylum americanum,1
bioclip_zero_shot,Acer rubrum,Acer saccharum,1
bioclip_zero_shot,Acer rubrum,Gleditsia triacanthos,1
bioclip_zero_shot,Acer rubrum,Pyrus calleryana,1
bioclip_zero_shot,Acer saccharinum,Gymnocladus dioicus,1
bioclip_zero_shot,Acer saccharum,Acer rubrum,1
bioclip_zero_shot,Acer saccharum,Celtis occidentalis,1
bioclip_zero_shot,Acer saccharum,Quercus alba,1
bioclip_zero_shot,Acer saccharum,Quercus muehlenbergii,1
bioclip_zero_shot,Acer saccharum,Quercus palustris,1
bioclip_zero_shot,Acer saccharum,Ulmus americana,1
bioclip_zero_shot,Aesculus glabra,Acer saccharinum,1
bioclip_zero_shot,Aesculus glabra,Fraxinus pennsylvanica,1
bioclip_zero_shot,Aesculus glabra,Quercus muehlenbergii,1
bioclip_zero_shot,Aesculus hippocastanum,Ulmus rubra,1
bioclip_zero_shot,Ailanthus altissima,Carya ovata,1
bioclip_zero_shot,Ailanthus altissima,Juglans cinerea,1
bioclip_zero_shot,Ailanthus altissima,Zanthoxylum americanum,1
bioclip_zero_shot,Amelanchier arborea,Prunus pensylvanica,1
bioclip_zero_shot,Betula alleghaniensis,Carpinus caroliniana,1
bioclip_zero_shot,Betula alleghaniensis,Castanea dentata,1
bioclip_zero_shot,Betula alleghaniensis,Prunus pensylvanica,1
bioclip_zero_shot,Betula lenta,Amelanchier arborea,1
bioclip_zero_shot,Betula lenta,Carpinus caroliniana,1
bioclip_zero_shot,Betula lenta,Prunus pensylvanica,1
bioclip_zero_shot,Betula lenta,Prunus serotina,1
bioclip_zero_shot,Carpinus caroliniana,Betula papyrifera,1
bioclip_zero_shot,Carpinus caroliniana,Fagus grandifolia,1
bioclip_zero_shot,Carpinus caroliniana,Ilex verticillata,1
bioclip_zero_shot,Carya laciniosa,Juglans cinerea,1
bioclip_zero_shot,Carya ovata,Amelanchier arborea,1
bioclip_zero_shot,Carya ovata,Carya cordiformis,1
bioclip_zero_shot,Carya ovata,Carya laciniosa,1
bioclip_zero_shot,Carya ovata,Ilex verticillata,1
bioclip_zero_shot,Carya ovata,Ostrya virginiana,1
bioclip_zero_shot,Carya ovata,Rhus copallinum,1
bioclip_zero_shot,Castanea dentata,Acer saccharum,1
bioclip_zero_shot,Castanea dentata,Magnolia acuminata,1
bioclip_zero_shot,Castanea dentata,Quercus palustris,1
bioclip_zero_shot,Celtis occidentalis,Gymnocladus dioicus,1
bioclip_zero_shot,Celtis occidentalis,Quercus macrocarpa,1
bioclip_zero_shot,Cephalanthus occidentalis,Quercus bicolor,1
bioclip_zero_shot,Cephalanthus occidentalis,Viburnum opulus,1
bioclip_zero_shot,Cercis canadensis,Gleditsia triacanthos,1
bioclip_zero_shot,Cercis canadensis,Lindera benzoin,1
bioclip_zero_shot,Cercis canadensis,Magnolia acuminata,1
bioclip_zero_shot,Cornus florida,Cornus amomum,1
bioclip_zero_shot,Cornus florida,Ilex verticillata,1
bioclip_zero_shot,Cornus racemosa,Amelanchier arborea,1
bioclip_zero_shot,Cornus racemosa,Cephalanthus occidentalis,1
bioclip_zero_shot,Cornus racemosa,Ilex verticillata,1
bioclip_zero_shot,Cornus sericea,Magnolia acuminata,1
bioclip_zero_shot,Dirca palustris,Hamamelis virginiana,1
bioclip_zero_shot,Dirca palustris,Staphylea trifolia,1
bioclip_zero_shot,Fagus grandifolia,Amelanchier arborea,1
bioclip_zero_shot,Fagus grandifolia,Populus tremuloides,1
bioclip_zero_shot,Fraxinus americana,Aesculus hippocastanum,1
bioclip_zero_shot,Fraxinus americana,Gymnocladus dioicus,1
bioclip_zero_shot,Fraxinus americana,Quercus bicolor,1
bioclip_zero_shot,Fraxinus americana,Robinia pseudoacacia,1
bioclip_zero_shot,Fraxinus pennsylvanica,Ailanthus altissima,1
bioclip_zero_shot,Fraxinus pennsylvanica,Fraxinus quadrangulata,1
bioclip_zero_shot,Fraxinus pennsylvanica,Gymnocladus dioicus,1
bioclip_zero_shot,Fraxinus pennsylvanica,Quercus alba,1
bioclip_zero_shot,Fraxinus pennsylvanica,Quercus palustris,1
bioclip_zero_shot,Fraxinus pennsylvanica,Sassafras albidum,1
bioclip_zero_shot,Fraxinus quadrangulata,Fraxinus americana,1
bioclip_zero_shot,Fraxinus quadrangulata,Staphylea trifolia,1
bioclip_zero_shot,Fraxinus quadrangulata,Toxicodendron radicans,1
bioclip_zero_shot,Ginkgo biloba,Gymnocladus dioicus,1
bioclip_zero_shot,Ginkgo biloba,Juniperus virginiana,1
bioclip_zero_shot,Ginkgo biloba,Pinus rigida,1
bioclip_zero_shot,Ginkgo biloba,Populus deltoides,1
bioclip_zero_shot,Ginkgo biloba,Staphylea trifolia,1
bioclip_zero_shot,Gleditsia triacanthos,Carpinus caroliniana,1
bioclip_zero_shot,Gleditsia triacanthos,Celtis occidentalis,1
bioclip_zero_shot,Gymnocladus dioicus,Juglans cinerea,1
bioclip_zero_shot,Gymnocladus dioicus,Staphylea trifolia,1
bioclip_zero_shot,Hamamelis virginiana,Ostrya virginiana,1
bioclip_zero_shot,Hamamelis virginiana,Prunus pensylvanica,1
bioclip_zero_shot,Juglans cinerea,Cephalanthus occidentalis,1
bioclip_zero_shot,Juglans cinerea,Juglans nigra,1
bioclip_zero_shot,Juglans cinerea,Quercus muehlenbergii,1
bioclip_zero_shot,Juglans nigra,Acer saccharinum,1
bioclip_zero_shot,Juglans nigra,Ailanthus altissima,1
bioclip_zero_shot,Juglans nigra,Carya cordiformis,1
bioclip_zero_shot,Juglans nigra,Celtis occidentalis,1
bioclip_zero_shot,Juglans nigra,Magnolia acuminata,1
bioclip_zero_shot,Lindera benzoin,Amelanchier arborea,1
bioclip_zero_shot,Lonicera morrowii,Viburnum opulus,1
bioclip_zero_shot,Magnolia acuminata,Celtis occidentalis,1
bioclip_zero_shot,Magnolia acuminata,Ostrya virginiana,1
bioclip_zero_shot,Magnolia acuminata,Sorbus americana,1
bioclip_zero_shot,Nyssa sylvatica,Acer negundo,1
bioclip_zero_shot,Nyssa sylvatica,Castanea dentata,1
bioclip_zero_shot,Nyssa sylvatica,Cephalanthus occidentalis,1
bioclip_zero_shot,Nyssa sylvatica,Fagus grandifolia,1
bioclip_zero_shot,Nyssa sylvatica,Fraxinus quadrangulata,1
bioclip_zero_shot,Nyssa sylvatica,Ilex verticillata,1
bioclip_zero_shot,Nyssa sylvatica,Pyrus calleryana,1
bioclip_zero_shot,Nyssa sylvatica,Quercus macrocarpa,1
bioclip_zero_shot,Nyssa sylvatica,Ulmus americana,1
bioclip_zero_shot,Ostrya virginiana,Celtis occidentalis,1
bioclip_zero_shot,Ostrya virginiana,Cornus florida,1
bioclip_zero_shot,Ostrya virginiana,Lindera benzoin,1
bioclip_zero_shot,Pinus strobus,Picea rubens,1
bioclip_zero_shot,Pinus strobus,Pinus resinosa,1
bioclip_zero_shot,Pinus strobus,Staphylea trifolia,1
bioclip_zero_shot,Platanus occidentalis,Quercus muehlenbergii,1
bioclip_zero_shot,Platanus occidentalis,Staphylea trifolia,1
bioclip_zero_shot,Populus deltoides,Juglans cinerea,1
bioclip_zero_shot,Prunus pensylvanica,Castanea dentata,1
bioclip_zero_shot,Prunus serotina,Amelanchier arborea,1
bioclip_zero_shot,Prunus serotina,Prunus pensylvanica,1
bioclip_zero_shot,Pyrus calleryana,Acer saccharinum,1
bioclip_zero_shot,Pyrus calleryana,Gymnocladus dioicus,1
bioclip_zero_shot,Pyrus calleryana,Lindera benzoin,1
bioclip_zero_shot,Pyrus calleryana,Populus deltoides,1
bioclip_zero_shot,Pyrus calleryana,Prunus pensylvanica,1
bioclip_zero_shot,Pyrus calleryana,Rhus copallinum,1
bioclip_zero_shot,Quercus alba,Magnolia acuminata,1
bioclip_zero_shot,Quercus alba,Quercus bicolor,1
bioclip_zero_shot,Quercus bicolor,Carya laciniosa,1
bioclip_zero_shot,Quercus bicolor,Magnolia acuminata,1
bioclip_zero_shot,Quercus bicolor,Quercus alba,1
bioclip_zero_shot,Quercus bicolor,Quercus palustris,1
bioclip_zero_shot,Quercus macrocarpa,Quercus bicolor,1
bioclip_zero_shot,Quercus macrocarpa,Quercus muehlenbergii,1
bioclip_zero_shot,Quercus macrocarpa,Ulmus americana,1
bioclip_zero_shot,Quercus muehlenbergii,Quercus bicolor,1
bioclip_zero_shot,Quercus muehlenbergii,Quercus macrocarpa,1
bioclip_zero_shot,Quercus rubra,Amelanchier arborea,1
bioclip_zero_shot,Quercus rubra,Celtis occidentalis,1
bioclip_zero_shot,Quercus rubra,Fagus grandifolia,1
bioclip_zero_shot,Quercus rubra,Magnolia acuminata,1
bioclip_zero_shot,Quercus rubra,Platanus occidentalis,1
bioclip_zero_shot,Quercus rubra,Populus deltoides,1
bioclip_zero_shot,Quercus rubra,Prunus pensylvanica,1
bioclip_zero_shot,Quercus rubra,Quercus alba,1
bioclip_zero_shot,Quercus rubra,Quercus bicolor,1
bioclip_zero_shot,Quercus rubra,Quercus macrocarpa,1
bioclip_zero_shot,Quercus rubra,Quercus muehlenbergii,1
bioclip_zero_shot,Quercus rubra,Ulmus americana,1
bioclip_zero_shot,Quercus velutina,Fagus grandifolia,1
bioclip_zero_shot,Quercus velutina,Magnolia acuminata,1
bioclip_zero_shot,Quercus velutina,Platanus occidentalis,1
bioclip_zero_shot,Quercus velutina,Quercus rubra,1
bioclip_zero_shot,Rhus aromatica,Rhus copallinum,1
bioclip_zero_shot,Rhus aromatica,Toxicodendron radicans,1
bioclip_zero_shot,Rhus copallinum,Rhus glabra,1
bioclip_zero_shot,Rhus glabra,Gleditsia triacanthos,1
bioclip_zero_shot,Rhus glabra,Gymnocladus dioicus,1
bioclip_zero_shot,Robinia pseudoacacia,Fraxinus americana,1
bioclip_zero_shot,Robinia pseudoacacia,Gleditsia triacanthos,1
bioclip_zero_shot,Robinia pseudoacacia,Gymnocladus dioicus,1
bioclip_zero_shot,Robinia pseudoacacia,Juglans cinerea,1
bioclip_zero_shot,Robinia pseudoacacia,Prunus pensylvanica,1
bioclip_zero_shot,Salix nigra,Carya laciniosa,1
bioclip_zero_shot,Salix nigra,Ulmus americana,1
bioclip_zero_shot,Sambucus nigra,Sambucus racemosa,1
bioclip_zero_shot,Sassafras albidum,Carya laciniosa,1
bioclip_zero_shot,Sassafras albidum,Castanea dentata,1
bioclip_zero_shot,Sassafras albidum,Lindera benzoin,1
bioclip_zero_shot,Sassafras albidum,Tilia americana,1
bioclip_zero_shot,Staphylea trifolia,Carya cordiformis,1
bioclip_zero_shot,Thuja occidentalis,Picea rubens,1
bioclip_zero_shot,Tilia americana,Amelanchier arborea,1
bioclip_zero_shot,Toxicodendron radicans,Hamamelis virginiana,1
bioclip_zero_shot,Tsuga canadensis,Pinus strobus,1
bioclip_zero_shot,Ulmus americana,Amelanchier arborea,1
bioclip_zero_shot,Ulmus americana,Carpinus caroliniana,1
bioclip_zero_shot,Ulmus americana,Fraxinus pennsylvanica,1
bioclip_zero_shot,Ulmus americana,Ostrya virginiana,1
bioclip_zero_shot,Ulmus americana,Robinia pseudoacacia,1
bioclip_zero_shot,Ulmus rubra,Carya laciniosa,1
bioclip_zero_shot,Ulmus rubra,Quercus macrocarpa,1
bioclip_zero_shot,Viburnum lantanoides,Zanthoxylum americanum,1
bioclip_zero_shot,Viburnum opulus,Celtis occidentalis,1
bioclip_zero_shot,Viburnum opulus,Cornus sericea,1
bioclip_zero_shot,Yucca filamentosa,Magnolia acuminata,1
gemini_flash_lite,Quercus palustris,Quercus alba,68
gemini_flash_lite,Quercus palustris,Quercus rubra,31
gemini_flash_lite,Quercus rubra,Quercus alba,28
gemini_flash_lite,Quercus bicolor,Quercus alba,24
gemini_flash_lite,Quercus macrocarpa,Quercus alba,19
gemini_flash_lite,Aesculus glabra,Aesculus hippocastanum,18
gemini_flash_lite,Quercus velutina,Quercus alba,18
gemini_flash_lite,Juglans cinerea,Juglans nigra,17
gemini_flash_lite,Quercus muehlenbergii,Quercus alba,17
gemini_flash_lite,Sambucus racemosa,Sambucus nigra,14
gemini_flash_lite,Ostrya virginiana,Carpinus caroliniana,13
gemini_flash_lite,Populus deltoides,Populus tremuloides,12
gemini_flash_lite,Rhus copallinum,Rhus glabra,12
gemini_flash_lite,Ulmus americana,Ulmus rubra,12
gemini_flash_lite,Acer platanoides,Acer saccharum,10
gemini_flash_lite,Fraxinus americana,Quercus alba,10
gemini_flash_lite,Robinia pseudoacacia,Gleditsia triacanthos,10
gemini_flash_lite,Carpinus caroliniana,Ostrya virginiana,9
gemini_flash_lite,Fagus grandifolia,Carpinus caroliniana,9
gemini_flash_lite,Pinus rigida,Pinus strobus,9
gemini_flash_lite,Zanthoxylum americanum,Rhus glabra,9
gemini_flash_lite,Acer rubrum,Acer saccharum,8
gemini_flash_lite,Betula lenta,Carpinus caroliniana,8
gemini_flash_lite,Fraxinus pennsylvanica,Fraxinus americana,8
gemini_flash_lite,Pinus resinosa,Pinus strobus,8
gemini_flash_lite,Viburnum lantanoides,Viburnum opulus,8
gemini_flash_lite,Acer nigrum,Ailanthus altissima,7
gemini_flash_lite,Betula alleghaniensis,Carpinus caroliniana,7
gemini_flash_lite,Carya cordiformis,Juglans nigra,7
gemini_flash_lite,Carya laciniosa,Juglans nigra,7
gemini_flash_lite,Dirca palustris,Lindera benzoin,7
gemini_flash_lite,Dirca palustris,Lonicera morrowii,7
gemini_flash_lite,Picea rubens,Picea glauca,7
gemini_flash_lite,Pyrus calleryana,Lonicera morrowii,7
gemini_flash_lite,Carya ovata,Ostrya virginiana,6
gemini_flash_lite,Juglans cinerea,Carpinus caroliniana,6
gemini_flash_lite,Acer negundo,Carpinus caroliniana,5
gemini_flash_lite,Acer saccharum,Fraxinus americana,5
gemini_flash_lite,Ailanthus altissima,Juglans nigra,5
gemini_flash_lite,Carya cordiformis,Carpinus caroliniana,5
gemini_flash_lite,Gymnocladus dioicus,Carpinus caroliniana,5
gemini_flash_lite,Gymnocladus dioicus,Gleditsia triacanthos,5
gemini_flash_lite,Juglans nigra,Gleditsia triacanthos,5
gemini_flash_lite,Quercus velutina,Carpinus caroliniana,5
gemini_flash_lite,Quercus velutina,Quercus rubra,5
gemini_flash_lite,Rhus aromatica,Toxicodendron radicans,5
gemini_flash_lite,Rhus copallinum,Ailanthus altissima,5
gemini_flash_lite,Sassafras albidum,Carpinus caroliniana,5
gemini_flash_lite,Tilia americana,Carpinus caroliniana,5
gemini_flash_lite,Ulmus americana,Quercus alba,5
gemini_flash_lite,Acer nigrum,Acer saccharum,4
gemini_flash_lite,Acer saccharinum,Acer saccharum,4
gemini_flash_lite,Betula alleghaniensis,Betula papyrifera,4
gemini_flash_lite,Carpinus caroliniana,Ulmus rubra,4
gemini_flash_lite,Carya cordiformis,Fraxinus americana,4
gemini_flash_lite,Castanea dentata,Carpinus caroliniana,4
gemini_flash_lite,Celtis occidentalis,Carpinus caroliniana,4
gemini_flash_lite,Cephalanthus occidentalis,Carpinus caroliniana,4
gemini_flash_lite,Cornus racemosa,Cornus amomum,4
gemini_flash_lite,Cornus racemosa,Lonicera morrowii,4
gemini_flash_lite,Fraxinus americana,Ailanthus altissima,4
gemini_flash_lite,Fraxinus americana,Carpinus caroliniana,4
gemini_flash_lite,Fraxinus americana,Juglans nigra,4
gemini_flash_lite,Fraxinus pennsylvanica,Juglans nigra,4
gemini_flash_lite,Gymnocladus dioicus,Lindera benzoin,4
gemini_flash_lite,Juglans nigra,Ailanthus altissima,4
gemini_flash_lite,Nyssa sylvatica,Lindera benzoin,4
gemini_flash_lite,Prunus serotina,Carpinus caroliniana,4
gemini_flash_lite,Quercus palustris,Ostrya virginiana,4
gemini_flash_lite,Quercus rubra,Acer saccharum,4
gemini_flash_lite,Rhus aromatica,Carpinus caroliniana,4
gemini_flash_lite,Sassafras albidum,Lindera benzoin,4
gemini_flash_lite,Ulmus americana,Carpinus caroliniana,4
gemini_flash_lite,Ulmus rubra,Carpinus caroliniana,4
gemini_flash_lite,Acer negundo,Acer saccharum,3
gemini_flash_lite,Ailanthus altissima,Carpinus caroliniana,3
gemini_flash_lite,Amelanchier arborea,Pyrus calleryana,3
gemini_flash_lite,Betula alleghaniensis,Ulmus rubra,3
gemini_flash_lite,Carya laciniosa,Carpinus caroliniana,3
gemini_flash_lite,Cercis canadensis,Carpinus caroliniana,3
gemini_flash_lite,Cornus amomum,Sambucus nigra,3
gemini_flash_lite,Cornus sericea,Cornus amomum,3
gemini_flash_lite,Dirca palustris,Ostrya virginiana,3
gemini_flash_lite,Fraxinus pennsylvanica,Acer negundo,3
gemini_flash_lite,Fraxinus pennsylvanica,Ailanthus altissima,3
gemini_flash_lite,Fraxinus quadrangulata,Carpinus caroliniana,3
gemini_flash_lite,Fraxinus quadrangulata,Toxicodendron radicans,3
gemini_flash_lite,Gleditsia triacanthos,Robinia pseudoacacia,3
gemini_flash_lite,Gymnocladus dioicus,Ailanthus altissima,3
gemini_flash_lite,Gymnocladus dioicus,Juglans nigra,3
gemini_flash_lite,Ilex verticillata,Cephalanthus occidentalis,3
gemini_flash_lite,Ilex verticillata,Lonicera morrowii,3
gemini_flash_lite,Ilex verticillata,Prunus virginiana,3
gemini_flash_lite,Juglans nigra,Carpinus caroliniana,3
gemini_flash_lite,Magnolia acuminata,Juglans nigra,3
gemini_flash_lite,Nyssa sylvatica,Cornus amomum,3
gemini_flash_lite,Nyssa sylvatica,Magnolia acuminata,3
gemini_flash_lite,Nyssa sylvatica,Quercus alba,3
gemini_flash_lite,Platanus occidentalis,Lonicera morrowii,3
gemini_flash_lite,Populus deltoides,Carpinus caroliniana,3
gemini_flash_lite,Populus grandidentata,Populus tremuloides,3
gemini_flash_lite,Prunus serotina,Prunus virginiana,3
gemini_flash_lite,Quercus bicolor,Carpinus caroliniana,3
gemini_flash_lite,Quercus palustris,Carpinus caroliniana,3
gemini_flash_lite,Salix nigra,Ostrya virginiana,3
gemini_flash_lite,Sassafras albidum,Juglans nigra,3
gemini_flash_lite,Toxicodendron radicans,Lindera benzoin,3
gemini_flash_lite,Ulmus americana,Acer negundo,3
gemini_flash_lite,Ulmus americana,Acer saccharum,3
gemini_flash_lite,Viburnum lantanoides,Carpinus caroliniana,3
gemini_flash_lite,Acer negundo,Acer platanoides,2
gemini_flash_lite,Acer negundo,Toxicodendron radicans,2
gemini_flash_lite,Acer nigrum,Acer saccharinum,2
gemini_flash_lite,Acer rubrum,Acer negundo,2
gemini_flash_lite,Acer rubrum,Carpinus caroliniana,2
gemini_flash_lite,Acer saccharinum,Acer rubrum,2
gemini_flash_lite,Acer saccharinum,Quercus alba,2
gemini_flash_lite,Acer saccharum,Acer negundo,2
gemini_flash_lite,Acer saccharum,Acer rubrum,2
gemini_flash_lite,Acer saccharum,Carpinus caroliniana,2
gemini_flash_lite,Acer saccharum,Quercus alba,2
gemini_flash_lite,Aesculus glabra,Cephalanthus occidentalis,2
gemini_flash_lite,Aesculus glabra,Ostrya virginiana,2
gemini_flash_lite,Ailanthus altissima,Ostrya virginiana,2
gemini_flash_lite,Ailanthus altissima,Rhus glabra,2
gemini_flash_lite,Amelanchier arborea,Carpinus caroliniana,2
gemini_flash_lite,Carpinus caroliniana,Betula lenta,2
gemini_flash_lite,Carpinus caroliniana,Fagus grandifolia,2
gemini_flash_lite,Carya cordiformis,Ailanthus altissima,2
gemini_flash_lite,Carya cordiformis,Ulmus rubra,2
gemini_flash_lite,Carya laciniosa,Ulmus rubra,2
gemini_flash_lite,Carya ovata,Gymnocladus dioicus,2
gemini_flash_lite,Carya ovata,Juglans nigra,2
gemini_flash_lite,Celtis occidentalis,Fraxinus americana,2
gemini_flash_lite,Celtis occidentalis,Ostrya virginiana,2
gemini_flash_lite,Celtis occidentalis,Quercus alba,2
gemini_flash_lite,Celtis occidentalis,Ulmus americana,2
gemini_flash_lite,Cephalanthus occidentalis,Lonicera morrowii,2
gemini_flash_lite,Cercis canadensis,Ailanthus altissima,2
gemini_flash_lite,Cercis canadensis,Gleditsia triacanthos,2
gemini_flash_lite,Cornus amomum,Cephalanthus occidentalis,2
gemini_flash_lite,Cornus amomum,Ilex verticillata,2
gemini_flash_lite,Cornus florida,Cornus sericea,2
gemini_flash_lite,Cornus sericea,Acer negundo,2
gemini_flash_lite,Fraxinus americana,Acer negundo,2
gemini_flash_lite,Fraxinus pennsylvanica,Carpinus caroliniana,2
gemini_flash_lite,Fraxinus pennsylvanica,Quercus alba,2
gemini_flash_lite,Fraxinus quadrangulata,Acer saccharinum,2
gemini_flash_lite,Fraxinus quadrangulata,Fraxinus americana,2
gemini_flash_lite,Fraxinus quadrangulata,Lindera benzoin,2
gemini_flash_lite,Ginkgo biloba,Ostrya virginiana,2
gemini_flash_lite,Gleditsia triacanthos,Zanthoxylum americanum,2
gemini_flash_lite,Gymnocladus dioicus,Cephalanthus occidentalis,2
gemini_flash_lite,Gymnocladus dioicus,Magnolia acuminata,2
gemini_flash_lite,Gymnocladus dioicus,Yucca filamentosa,2
gemini_flash_lite,Hamamelis virginiana,Carpinus caroliniana,2
gemini_flash_lite,Ilex verticillata,Carpinus caroliniana,2
gemini_flash_lite,Juglans cinerea,Ostrya virginiana,2
gemini_flash_lite,Juglans nigra,Lonicera morrowii,2
gemini_flash_lite,Juglans nigra,Pyrus calleryana,2
gemini_flash_lite,Juniperus virginiana,Thuja occidentalis,2
gemini_flash_lite,Lindera benzoin,Ailanthus altissima,2
gemini_flash_lite,Lindera benzoin,Carpinus caroliniana,2
gemini_flash_lite,Lindera benzoin,Ilex verticillata,2
gemini_flash_lite,Lindera benzoin,Toxicodendron radicans,2
gemini_flash_lite,Magnolia acuminata,Carpinus caroliniana,2
gemini_flash_lite,Nyssa sylvatica,Prunus serotina,2
gemini_flash_lite,Nyssa sylvatica,Sambucus nigra,2
gemini_flash_lite,Ostrya virginiana,Ulmus rubra,2
gemini_flash_lite,Platanus occidentalis,Carpinus caroliniana,2
gemini_flash_lite,Platanus occidentalis,Quercus alba,2
gemini_flash_lite,Prunus pensylvanica,Prunus serotina,2
gemini_flash_lite,Prunus pensylvanica,Prunus virginiana,2
gemini_flash_lite,Prunus serotina,Ostrya virginiana,2
gemini_flash_lite,Prunus serotina,Pyrus calleryana,2
gemini_flash_lite,Quercus bicolor,Juglans nigra,2
gemini_flash_lite,Quercus palustris,Acer saccharum,2
gemini_flash_lite,Quercus palustris,Ailanthus altissima,2
gemini_flash_lite,Quercus palustris,Betula papyrifera,2
gemini_flash_lite,Quercus rubra,Juglans nigra,2
gemini_flash_lite,Quercus rubra,Platanus occidentalis,2
gemini_flash_lite,Quercus rubra,Populus tremuloides,2
gemini_flash_lite,Robinia pseudoacacia,Carya laciniosa,2
gemini_flash_lite,Robinia pseudoacacia,Juglans nigra,2
gemini_flash_lite,Sambucus racemosa,Fraxinus americana,2
gemini_flash_lite,Sassafras albidum,Acer saccharum,2
gemini_flash_lite,Sorbus americana,Carpinus caroliniana,2
gemini_flash_lite,Toxicodendron radicans,Ailanthus altissima,2
gemini_flash_lite,Toxicodendron radicans,Rhus glabra,2
gemini_flash_lite,Viburnum opulus,Carpinus caroliniana,2
gemini_flash_lite,Zanthoxylum americanum,Ailanthus altissima,2
gemini_flash_lite,Acer negundo,Acer saccharinum,1
gemini_flash_lite,Acer negundo,Ailanthus altissima,1
gemini_flash_lite,Acer negundo,Cornus amomum,1
gemini_flash_lite,Acer negundo,Gleditsia triacanthos,1
gemini_flash_lite,Acer negundo,Lindera benzoin,1
gemini_flash_lite,Acer negundo,Lonicera morrowii,1
gemini_flash_lite,Acer negundo,Ostrya virginiana,1
