image_id,file,observation_id,organ_category,ground_truth_species,bioclip_prediction,bioclip_score,bioclip_top5,bioclip_correct,bioclip_top5_correct,dinov3_prediction,dinov3_score,dinov3_top5,dinov3_correct,dinov3_top5_correct,gpt_5_4_prediction,gpt_5_4_score,gpt_5_4_top5,gpt_5_4_correct,gpt_5_4_top5_correct,gemini_flash_lite_prediction,gemini_flash_lite_score,gemini_flash_lite_top5,gemini_flash_lite_correct,gemini_flash_lite_top5_correct,vernacular,family,organ_detail,subview,thumbnail_url,image_url,creator,license,observation_image_count,correct_count,correctness_pattern,prediction_unique_count,all_predictions_same,embedding_predictions_agree,vlm_predictions_agree,bucket_memberships
baskauf/12050,baskauf_12050.jpg,ind-baskauf/12050,bark,Quercus muehlenbergii,Quercus muehlenbergii,0.68389326,"[{""species"": ""Quercus muehlenbergii"", ""confidence"": 0.6838932633399963}, {""species"": ""Quercus alba"", ""confidence"": 0.2515902817249298}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.03404903784394264}, {""species"": ""Quercus bicolor"", ""confidence"": 0.026517419144511223}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.003588742343708873}]",True,True,Carya ovata,0.32526021,"[{""species"": ""Carya ovata"", ""confidence"": 0.32526021374616987}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.20864761954046826}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.06480886054782144}, {""species"": ""Salix nigra"", ""confidence"": 0.056213890587952065}, {""species"": ""Fraxinus americana"", ""confidence"": 0.04019747182955731}]",False,False,Ostrya virginiana,0.7,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.7}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.18}, {""species"": ""Pinus rigida"", ""confidence"": 0.08}, {""species"": ""Tsuga canadensis"", ""confidence"": 0.05}, {""species"": ""Prunus serotina"", ""confidence"": 0.04}]",False,False,Ostrya virginiana,0.7,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.7}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.6}, {""species"": ""Quercus alba"", ""confidence"": 0.5}, {""species"": ""Carya ovata"", ""confidence"": 0.4}, {""species"": ""Ulmus rubra"", ""confidence"": 0.3}]",False,False,chinkapin oak,Fagaceae,bark,of a medium tree or large branch,https://bioimages.vanderbilt.edu/tn/baskauf/tqumu--brmed12050.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gqumu--brmed12050.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,3,False,False,True,bioclip_only_correct|embedding_disagreement
baskauf/12055,baskauf_12055.jpg,ind-baskauf/12050,whole tree (or vine),Quercus muehlenbergii,Quercus muehlenbergii,0.93977171,"[{""species"": ""Quercus muehlenbergii"", ""confidence"": 0.9397717118263245}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.046788476407527924}, {""species"": ""Quercus bicolor"", ""confidence"": 0.01340512279421091}, {""species"": ""Quercus alba"", ""confidence"": 3.322797783766873e-05}, {""species"": ""Quercus rubra"", ""confidence"": 1.003397983367904e-06}]",True,True,Tilia americana,0.25967358,"[{""species"": ""Tilia americana"", ""confidence"": 0.2596735836358618}, {""species"": ""Juglans cinerea"", ""confidence"": 0.17306100503092525}, {""species"": ""Quercus bicolor"", ""confidence"": 0.1234700987422498}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.06822687497310428}, {""species"": ""Carya ovata"", ""confidence"": 0.04570119829890729}]",False,False,Ostrya virginiana,0.84,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.84}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.47}, {""species"": ""Ulmus rubra"", ""confidence"": 0.23}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.18}, {""species"": ""Castanea dentata"", ""confidence"": 0.11}]",False,False,Quercus alba,0.8,"[{""species"": ""Quercus alba"", ""confidence"": 0.8}, {""species"": ""Quercus bicolor"", ""confidence"": 0.7}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.6}, {""species"": ""Quercus rubra"", ""confidence"": 0.5}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.4}]",False,True,chinkapin oak,Fagaceae,whole tree (or vine),view up trunk,https://bioimages.vanderbilt.edu/tn/baskauf/tqumu--wpmed-in-forest12055.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gqumu--wpmed-in-forest12055.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/13654,baskauf_13654.jpg,ind-baskauf/13650,whole tree (or vine),Carya ovata,Carya ovata,0.99987662,"[{""species"": ""Carya ovata"", ""confidence"": 0.9998766183853149}, {""species"": ""Carya cordiformis"", ""confidence"": 0.00012339458044152707}, {""species"": ""Ostrya virginiana"", ""confidence"": 3.850266772076338e-09}, {""species"": ""Quercus alba"", ""confidence"": 2.3353048383967234e-09}, {""species"": ""Quercus macrocarpa"", ""confidence"": 2.0608992290505057e-09}]",True,True,Quercus alba,0.39361739,"[{""species"": ""Quercus alba"", ""confidence"": 0.39361739189626416}, {""species"": ""Sassafras albidum"", ""confidence"": 0.16714661028898178}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.07989288658392345}, {""species"": ""Acer saccharum"", ""confidence"": 0.07723917950108275}, {""species"": ""Juglans cinerea"", ""confidence"": 0.06911719691561433}]",False,False,Acer saccharinum,0.82,"[{""species"": ""Acer saccharinum"", ""confidence"": 0.82}, {""species"": ""Acer rubrum"", ""confidence"": 0.33}, {""species"": ""Acer saccharum"", ""confidence"": 0.2}, {""species"": ""Acer platanoides"", ""confidence"": 0.11}, {""species"": ""Acer nigrum"", ""confidence"": 0.08}]",False,False,Aesculus hippocastanum,0.7,"[{""species"": ""Aesculus hippocastanum"", ""confidence"": 0.7}, {""species"": ""Aesculus glabra"", ""confidence"": 0.65}, {""species"": ""Acer saccharum"", ""confidence"": 0.5}, {""species"": ""Acer platanoides"", ""confidence"": 0.45}, {""species"": ""Acer rubrum"", ""confidence"": 0.4}]",False,False,shagbark hickory,Juglandaceae,whole tree (or vine),view up trunk,https://bioimages.vanderbilt.edu/tn/baskauf/tcaov2-wplookup-large13654.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gcaov2-wplookup-large13654.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/15308,baskauf_15308.jpg,ind-baskauf/15307,twig,Acer negundo,Acer negundo,0.99721587,"[{""species"": ""Acer negundo"", ""confidence"": 0.9972158670425415}, {""species"": ""Acer saccharum"", ""confidence"": 0.0011676197173073888}, {""species"": ""Cornus amomum"", ""confidence"": 0.0006249817670322955}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.000260531174717471}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 0.000260531174717471}]",True,True,Juglans nigra,0.30618783,"[{""species"": ""Juglans nigra"", ""confidence"": 0.30618782763058605}, {""species"": ""Populus deltoides"", ""confidence"": 0.11283565304425364}, {""species"": ""Acer negundo"", ""confidence"": 0.0681109066713069}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.06299751878326046}, {""species"": ""Tilia americana"", ""confidence"": 0.04831538921969692}]",False,True,Populus deltoides,0.77,"[{""species"": ""Populus deltoides"", ""confidence"": 0.77}, {""species"": ""Populus grandidentata"", ""confidence"": 0.33}, {""species"": ""Populus tremuloides"", ""confidence"": 0.18}, {""species"": ""Salix nigra"", ""confidence"": 0.11}, {""species"": ""Betula papyrifera"", ""confidence"": 0.06}]",False,False,Populus tremuloides,0.7,"[{""species"": ""Populus tremuloides"", ""confidence"": 0.7}, {""species"": ""Populus grandidentata"", ""confidence"": 0.6}, {""species"": ""Populus deltoides"", ""confidence"": 0.5}, {""species"": ""Betula papyrifera"", ""confidence"": 0.4}, {""species"": ""Betula lenta"", ""confidence"": 0.3}]",False,False,boxelder,Aceraceae,twig,orientation of petioles,https://bioimages.vanderbilt.edu/tn/baskauf/tacne2-tw15308.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gacne2-tw15308.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/15320,baskauf_15320.jpg,ind-baskauf/15307,bark,Acer negundo,Acer negundo,0.99767119,"[{""species"": ""Acer negundo"", ""confidence"": 0.9976711869239807}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.0021823968272656202}, {""species"": ""Acer saccharum"", ""confidence"": 0.0001395159779349342}, {""species"": ""Ailanthus altissima"", ""confidence"": 2.8955616926396033e-06}, {""species"": ""Cornus amomum"", ""confidence"": 1.5498825405302341e-06}]",True,True,Ulmus rubra,0.19056031,"[{""species"": ""Ulmus rubra"", ""confidence"": 0.19056031310136468}, {""species"": ""Fraxinus americana"", ""confidence"": 0.18255827406495542}, {""species"": ""Salix nigra"", ""confidence"": 0.12220649716649291}, {""species"": ""Rhus glabra"", ""confidence"": 0.04705364697020047}, {""species"": ""Carya cordiformis"", ""confidence"": 0.03922773755438536}]",False,False,Prunus serotina,0.34,"[{""species"": ""Prunus serotina"", ""confidence"": 0.34}, {""species"": ""Betula lenta"", ""confidence"": 0.22}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.16}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.12}, {""species"": ""Cornus florida"", ""confidence"": 0.08}]",False,False,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Betula lenta"", ""confidence"": 0.5}, {""species"": ""Acer rubrum"", ""confidence"": 0.4}, {""species"": ""Ulmus rubra"", ""confidence"": 0.3}]",False,False,boxelder,Aceraceae,bark,of a small tree or small branch,https://bioimages.vanderbilt.edu/tn/baskauf/tacne2-brsmall15320.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gacne2-brsmall15320.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/21865,baskauf_21865.jpg,ind-baskauf/21860,bark,Fraxinus quadrangulata,Fraxinus quadrangulata,0.97408789,"[{""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.9740878939628601}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.017841042950749397}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.003100308356806636}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.002414522459730506}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.00146448181476444}]",True,True,Sorbus americana,0.08411937,"[{""species"": ""Sorbus americana"", ""confidence"": 0.08411937368586915}, {""species"": ""Picea rubens"", ""confidence"": 0.07637331230262122}, {""species"": ""Fraxinus americana"", ""confidence"": 0.07573766167807656}, {""species"": ""Sassafras albidum"", ""confidence"": 0.06867846944904867}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.06846131515466387}]",False,False,Betula lenta,0.44,"[{""species"": ""Betula lenta"", ""confidence"": 0.44}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.22}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.15}, {""species"": ""Prunus serotina"", ""confidence"": 0.1}, {""species"": ""Populus grandidentata"", ""confidence"": 0.06}]",False,False,Betula papyrifera,0.7,"[{""species"": ""Betula papyrifera"", ""confidence"": 0.7}, {""species"": ""Betula lenta"", ""confidence"": 0.6}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.5}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.4}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.3}]",False,False,blue ash,Oleaceae,bark,of a medium tree or large branch,https://bioimages.vanderbilt.edu/tn/baskauf/tfrqu--br21865.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gfrqu--br21865.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,1,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/26321,baskauf_26321.jpg,ind-baskauf/26298,fruit,Viburnum lantanoides,Viburnum lantanoides,0.99999988,"[{""species"": ""Viburnum lantanoides"", ""confidence"": 0.9999998807907104}, {""species"": ""Cornus amomum"", ""confidence"": 7.734421103577915e-08}, {""species"": ""Sorbus americana"", ""confidence"": 1.1032559310564238e-09}, {""species"": ""Sambucus nigra"", ""confidence"": 3.5817473986732296e-10}, {""species"": ""Sambucus racemosa"", ""confidence"": 2.789467823394176e-10}]",True,True,Tilia americana,0.79349141,"[{""species"": ""Tilia americana"", ""confidence"": 0.7934914103398913}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.052447923332837904}, {""species"": ""Sassafras albidum"", ""confidence"": 0.04006028544396588}, {""species"": ""Acer negundo"", ""confidence"": 0.02201043651502674}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.018502908335908796}]",False,True,Aesculus glabra,0.86,"[{""species"": ""Aesculus glabra"", ""confidence"": 0.86}, {""species"": ""Aesculus hippocastanum"", ""confidence"": 0.52}, {""species"": ""Acer negundo"", ""confidence"": 0.08}, {""species"": ""Carya cordiformis"", ""confidence"": 0.04}, {""species"": ""Fraxinus americana"", ""confidence"": 0.03}]",False,False,Viburnum opulus,0.8,"[{""species"": ""Viburnum opulus"", ""confidence"": 0.8}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.7}, {""species"": ""Cornus amomum"", ""confidence"": 0.6}, {""species"": ""Cornus racemosa"", ""confidence"": 0.5}, {""species"": ""Cornus sericea"", ""confidence"": 0.4}]",False,True,hobblebush,Caprifoliaceae,fruit,as borne on the plant,https://bioimages.vanderbilt.edu/tn/baskauf/tvila11frdevel-infruct26321.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gvila11frdevel-infruct26321.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/26325,baskauf_26325.jpg,ind-baskauf/26298,fruit,Viburnum lantanoides,Viburnum lantanoides,0.99999917,"[{""species"": ""Viburnum lantanoides"", ""confidence"": 0.9999991655349731}, {""species"": ""Sambucus racemosa"", ""confidence"": 8.315280410897685e-07}, {""species"": ""Sorbus americana"", ""confidence"": 4.13993426207071e-08}, {""species"": ""Sambucus nigra"", ""confidence"": 1.7257814732829502e-08}, {""species"": ""Cornus amomum"", ""confidence"": 1.3440398127784192e-08}]",True,True,Tilia americana,0.42868081,"[{""species"": ""Tilia americana"", ""confidence"": 0.4286808147295006}, {""species"": ""Sassafras albidum"", ""confidence"": 0.19517860500534823}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.07758271927397087}, {""species"": ""Cornus florida"", ""confidence"": 0.04582663613930531}, {""species"": ""Acer negundo"", ""confidence"": 0.02753746529912901}]",False,True,Staphylea trifolia,0.89,"[{""species"": ""Staphylea trifolia"", ""confidence"": 0.89}, {""species"": ""Cornus amomum"", ""confidence"": 0.2}, {""species"": ""Cornus racemosa"", ""confidence"": 0.12}, {""species"": ""Lindera benzoin"", ""confidence"": 0.08}, {""species"": ""Prunus virginiana"", ""confidence"": 0.05}]",False,False,Cornus racemosa,0.7,"[{""species"": ""Cornus racemosa"", ""confidence"": 0.7}, {""species"": ""Cornus sericea"", ""confidence"": 0.65}, {""species"": ""Cornus amomum"", ""confidence"": 0.6}, {""species"": ""Viburnum opulus"", ""confidence"": 0.5}, {""species"": ""Sambucus nigra"", ""confidence"": 0.45}]",False,False,hobblebush,Caprifoliaceae,fruit,immature,https://bioimages.vanderbilt.edu/tn/baskauf/tvila11frdevel26325.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gvila11frdevel26325.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/27139,baskauf_27139.jpg,ind-baskauf/27131,bark,Yucca filamentosa,Yucca filamentosa,0.4924655,"[{""species"": ""Yucca filamentosa"", ""confidence"": 0.4924654960632324}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.20529015362262726}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.14109373092651367}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.058816615492105484}, {""species"": ""Cornus amomum"", ""confidence"": 0.04580642655491829}]",True,True,Rhus glabra,0.24100876,"[{""species"": ""Rhus glabra"", ""confidence"": 0.2410087564458962}, {""species"": ""Yucca filamentosa"", ""confidence"": 0.1800526306286683}, {""species"": ""Fraxinus americana"", ""confidence"": 0.09988095001370399}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.06853475707125012}, {""species"": ""Ulmus rubra"", ""confidence"": 0.06738645168955427}]",False,True,Ostrya virginiana,0.38,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.38}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.23}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.16}, {""species"": ""Ulmus americana"", ""confidence"": 0.1}, {""species"": ""Castanea dentata"", ""confidence"": 0.07}]",False,False,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.5}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.4}, {""species"": ""Acer saccharum"", ""confidence"": 0.3}]",False,False,Adam's needle,Agavaceae,bark,of a small tree or small branch,https://bioimages.vanderbilt.edu/tn/baskauf/tyufl2-br27139.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gyufl2-br27139.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/27143,baskauf_27143.jpg,ind-baskauf/27131,twig,Yucca filamentosa,Yucca filamentosa,0.77829295,"[{""species"": ""Yucca filamentosa"", ""confidence"": 0.7782929539680481}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.11935509741306305}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.02663172036409378}, {""species"": ""Cornus florida"", ""confidence"": 0.020740805193781853}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.01615295372903347}]",True,True,Juglans nigra,0.30233382,"[{""species"": ""Juglans nigra"", ""confidence"": 0.30233381627389555}, {""species"": ""Ulmus rubra"", ""confidence"": 0.2091128138666985}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.07681042940013247}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.05925190711508269}, {""species"": ""Carya ovata"", ""confidence"": 0.05798924830868675}]",False,False,Sambucus racemosa,0.42,"[{""species"": ""Sambucus racemosa"", ""confidence"": 0.42}, {""species"": ""Sambucus nigra"", ""confidence"": 0.27}, {""species"": ""Cornus amomum"", ""confidence"": 0.14}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.1}, {""species"": ""Cornus sericea"", ""confidence"": 0.08}]",False,False,Rhus glabra,0.7,"[{""species"": ""Rhus glabra"", ""confidence"": 0.7}, {""species"": ""Rhus aromatica"", ""confidence"": 0.6}, {""species"": ""Rhus copallinum"", ""confidence"": 0.5}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.4}, {""species"": ""Cornus racemosa"", ""confidence"": 0.3}]",False,False,Adam's needle,Agavaceae,twig,orientation of petioles,https://bioimages.vanderbilt.edu/tn/baskauf/tyufl2-tw27143.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gyufl2-tw27143.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/32255,baskauf_32255.jpg,ind-baskauf/32253,whole tree (or vine),Rhus aromatica,Rhus aromatica,0.98762673,"[{""species"": ""Rhus aromatica"", ""confidence"": 0.9876267313957214}, {""species"": ""Lindera benzoin"", ""confidence"": 0.009682351723313332}, {""species"": ""Sassafras albidum"", ""confidence"": 0.0014848366845399141}, {""species"": ""Rhus copallinum"", ""confidence"": 0.0007947758422233164}, {""species"": ""Rhus glabra"", ""confidence"": 0.00010756121628219262}]",True,True,Sassafras albidum,0.72278278,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.7227827760946169}, {""species"": ""Dirca palustris"", ""confidence"": 0.05661779005064447}, {""species"": ""Rhus aromatica"", ""confidence"": 0.04030446124095617}, {""species"": ""Tilia americana"", ""confidence"": 0.026616871388034515}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.01643661529878713}]",False,True,Lindera benzoin,0.87,"[{""species"": ""Lindera benzoin"", ""confidence"": 0.87}, {""species"": ""Dirca palustris"", ""confidence"": 0.46}, {""species"": ""Hamamelis virginiana"", ""confidence"": 0.14}, {""species"": ""Cornus amomum"", ""confidence"": 0.09}, {""species"": ""Staphylea trifolia"", ""confidence"": 0.06}]",False,False,Lindera benzoin,0.7,"[{""species"": ""Lindera benzoin"", ""confidence"": 0.7}, {""species"": ""Hamamelis virginiana"", ""confidence"": 0.6}, {""species"": ""Cornus racemosa"", ""confidence"": 0.5}, {""species"": ""Cornus sericea"", ""confidence"": 0.4}, {""species"": ""Ilex verticillata"", ""confidence"": 0.3}]",False,False,fragrant sumac,Anacardiaceae,whole tree (or vine),winter,https://bioimages.vanderbilt.edu/tn/baskauf/trhar4-wpin-bloom32255.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/grhar4-wpin-bloom32255.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,3,False,False,True,bioclip_only_correct|embedding_disagreement
baskauf/32257,baskauf_32257.jpg,ind-baskauf/32253,inflorescence,Rhus aromatica,Rhus aromatica,0.81545663,"[{""species"": ""Rhus aromatica"", ""confidence"": 0.8154566287994385}, {""species"": ""Lindera benzoin"", ""confidence"": 0.18195296823978424}, {""species"": ""Rhus copallinum"", ""confidence"": 0.0013892281567677855}, {""species"": ""Sassafras albidum"", ""confidence"": 0.001081931870430708}, {""species"": ""Ilex verticillata"", ""confidence"": 3.702167305164039e-05}]",True,True,Sassafras albidum,0.20575655,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.20575654745258448}, {""species"": ""Ulmus americana"", ""confidence"": 0.14604134051870643}, {""species"": ""Sorbus americana"", ""confidence"": 0.060388951818890285}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.048975111890728854}, {""species"": ""Lindera benzoin"", ""confidence"": 0.04728655129259912}]",False,False,Acer platanoides,0.74,"[{""species"": ""Acer platanoides"", ""confidence"": 0.74}, {""species"": ""Acer saccharum"", ""confidence"": 0.46}, {""species"": ""Acer nigrum"", ""confidence"": 0.28}, {""species"": ""Acer rubrum"", ""confidence"": 0.08}, {""species"": ""Acer negundo"", ""confidence"": 0.04}]",False,False,Cephalanthus occidentalis,0.8,"[{""species"": ""Cephalanthus occidentalis"", ""confidence"": 0.8}, {""species"": ""Lindera benzoin"", ""confidence"": 0.6}, {""species"": ""Hamamelis virginiana"", ""confidence"": 0.5}, {""species"": ""Staphylea trifolia"", ""confidence"": 0.4}, {""species"": ""Dirca palustris"", ""confidence"": 0.3}]",False,False,fragrant sumac,Anacardiaceae,inflorescence,whole - unspecified,https://bioimages.vanderbilt.edu/tn/baskauf/trhar4-fl32257.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/grhar4-fl32257.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/39140,baskauf_39140.jpg,ind-baskauf/39138,twig,Acer saccharum,Acer saccharum,0.98234326,"[{""species"": ""Acer saccharum"", ""confidence"": 0.9823432564735413}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.008498934097588062}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.0024349854793399572}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.0018963685724884272}, {""species"": ""Fraxinus americana"", ""confidence"": 0.0018963685724884272}]",True,True,Ailanthus altissima,0.66808757,"[{""species"": ""Ailanthus altissima"", ""confidence"": 0.6680875739257616}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.04358976480151054}, {""species"": ""Pinus strobus"", ""confidence"": 0.040517778947153714}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.032576427682280126}, {""species"": ""Quercus rubra"", ""confidence"": 0.029504258528020605}]",False,False,Magnolia acuminata,0.78,"[{""species"": ""Magnolia acuminata"", ""confidence"": 0.78}, {""species"": ""Tilia americana"", ""confidence"": 0.18}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.08}, {""species"": ""Aesculus glabra"", ""confidence"": 0.04}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.03}]",False,False,Fraxinus americana,0.7,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.7}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.65}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.6}, {""species"": ""Acer saccharum"", ""confidence"": 0.55}, {""species"": ""Ulmus americana"", ""confidence"": 0.5}]",False,True,sugar maple,Aceraceae,twig,close-up winter terminal bud,https://bioimages.vanderbilt.edu/tn/baskauf/tacsa3-twleaf-scar39140.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gacsa3-twleaf-scar39140.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/39144,baskauf_39144.jpg,ind-baskauf/39138,twig,Acer saccharum,Acer saccharum,0.95025802,"[{""species"": ""Acer saccharum"", ""confidence"": 0.9502580165863037}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.013554702512919903}, {""species"": ""Sorbus americana"", ""confidence"": 0.011961983516812325}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.0044005680829286575}, {""species"": ""Fraxinus americana"", ""confidence"": 0.0044005680829286575}]",True,True,Ailanthus altissima,0.21073092,"[{""species"": ""Ailanthus altissima"", ""confidence"": 0.2107309239723193}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.1258082853486872}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.08526625636286796}, {""species"": ""Juglans cinerea"", ""confidence"": 0.06326826522454827}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.06080055590817095}]",False,False,Betula lenta,0.34,"[{""species"": ""Betula lenta"", ""confidence"": 0.34}, {""species"": ""Populus tremuloides"", ""confidence"": 0.21}, {""species"": ""Betula papyrifera"", ""confidence"": 0.18}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.13}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.09}]",False,False,Fraxinus americana,0.8,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.8}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.7}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.6}, {""species"": ""Ulmus americana"", ""confidence"": 0.5}, {""species"": ""Ulmus rubra"", ""confidence"": 0.4}]",False,False,sugar maple,Aceraceae,twig,close-up winter terminal bud,https://bioimages.vanderbilt.edu/tn/baskauf/tacsa3-twterm-bud39144.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gacsa3-twterm-bud39144.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
