representation,k,image_id,split,cluster_id,distance_to_centroid
efficientnet_b0,20,baskauf/20031,train,0,0.797274649143219
efficientnet_b0,20,baskauf/30327,train,16,0.7480614185333252
efficientnet_b0,20,baskauf/50749,train,13,0.7251749634742737
efficientnet_b0,20,baskauf/50750,train,13,0.6382128596305847
efficientnet_b0,20,baskauf/91011,test,14,0.5503941774368286
efficientnet_b0,20,baskauf/91016,test,3,0.7238162159919739
efficientnet_b0,20,baskauf/89381,test,13,0.6746611595153809
efficientnet_b0,20,baskauf/10861,train,5,0.5855565667152405
efficientnet_b0,20,ssmv/2-886-02,train,5,0.8879130482673645
efficientnet_b0,20,ssmv/2-886-01,train,3,0.7431663274765015
efficientnet_b0,20,ssmv/2-886-03,train,4,0.7703834772109985
efficientnet_b0,20,baskauf/50727,train,0,0.8353201746940613
efficientnet_b0,20,baskauf/50729,train,0,0.83875972032547
efficientnet_b0,20,baskauf/10376,train,6,0.7758169174194336
efficientnet_b0,20,baskauf/10386,train,6,0.7488847970962524
efficientnet_b0,20,baskauf/50713,train,13,0.6161110401153564
efficientnet_b0,20,baskauf/50711,train,13,0.6060017347335815
efficientnet_b0,20,baskauf/10606,validation,0,0.8454766869544983
efficientnet_b0,20,baskauf/10564,validation,0,0.8293702602386475
efficientnet_b0,20,baskauf/10565,validation,0,0.7742695808410645
efficientnet_b0,20,baskauf/10570,validation,2,0.8214476704597473
efficientnet_b0,20,baskauf/22184,train,12,0.8378391265869141
efficientnet_b0,20,baskauf/15211,train,16,0.8358723521232605
efficientnet_b0,20,baskauf/15212,train,16,0.6717351078987122
efficientnet_b0,20,baskauf/15216,train,15,0.7172356843948364
efficientnet_b0,20,baskauf/11288,train,2,0.5902416706085205
efficientnet_b0,20,baskauf/11294,train,11,0.6297715306282043
efficientnet_b0,20,baskauf/16741,train,13,0.6715601682662964
efficientnet_b0,20,baskauf/39161,test,8,0.6503768563270569
efficientnet_b0,20,baskauf/39140,test,7,0.8450606465339661
efficientnet_b0,20,baskauf/39144,test,8,0.7050354480743408
efficientnet_b0,20,baskauf/39181,test,7,0.8600912690162659
efficientnet_b0,20,baskauf/10374,train,13,0.6764523983001709
efficientnet_b0,20,baskauf/18076,train,13,0.6891823410987854
efficientnet_b0,20,baskauf/91096,train,3,0.7331162691116333
efficientnet_b0,20,baskauf/91164,train,14,0.7238409519195557
efficientnet_b0,20,baskauf/d0999,train,13,0.6559975743293762
efficientnet_b0,20,kaufmannm/ke142,train,13,0.7167406678199768
efficientnet_b0,20,baskauf/11657,train,4,0.7587524652481079
efficientnet_b0,20,baskauf/27139,test,8,0.8688054084777832
efficientnet_b0,20,baskauf/27132,test,0,0.9326767325401306
efficientnet_b0,20,baskauf/27137,test,0,0.8845334649085999
efficientnet_b0,20,baskauf/27143,test,0,0.7392129302024841
efficientnet_b0,20,baskauf/11729,train,9,0.7712944149971008
efficientnet_b0,20,baskauf/11727,train,9,0.8424550890922546
efficientnet_b0,20,baskauf/11730,train,1,0.8658698201179504
efficientnet_b0,20,baskauf/11732,train,6,1.0498913526535034
efficientnet_b0,20,baskauf/11731,train,0,0.9048489928245544
efficientnet_b0,20,baskauf/11726,train,1,0.7460267543792725
efficientnet_b0,20,baskauf/35180,validation,9,0.8930820822715759
efficientnet_b0,20,baskauf/35177,validation,0,0.9171299934387207
efficientnet_b0,20,baskauf/35167,validation,9,0.8562918901443481
efficientnet_b0,20,baskauf/35184,validation,0,1.0241143703460693
efficientnet_b0,20,baskauf/35181,validation,0,0.8789526224136353
efficientnet_b0,20,baskauf/35163,validation,6,0.9102728366851807
efficientnet_b0,20,baskauf/21914,train,18,0.7169496417045593
efficientnet_b0,20,baskauf/21894,train,6,0.8026695251464844
efficientnet_b0,20,baskauf/21906,train,8,0.7571525573730469
efficientnet_b0,20,baskauf/32173,train,6,0.7504011392593384
efficientnet_b0,20,baskauf/32257,test,9,0.8083001375198364
efficientnet_b0,20,baskauf/32255,test,13,1.0735855102539062
efficientnet_b0,20,baskauf/12700,train,12,0.7927845120429993
efficientnet_b0,20,baskauf/12698,train,12,0.824678897857666
efficientnet_b0,20,baskauf/12703,train,10,0.6804137229919434
efficientnet_b0,20,baskauf/52663,validation,12,0.7720715403556824
efficientnet_b0,20,baskauf/52662,validation,16,0.6324425339698792
efficientnet_b0,20,hessd/e5353,train,2,0.6816694736480713
efficientnet_b0,20,baskauf/12804,train,1,0.6376368403434753
efficientnet_b0,20,baskauf/12928,train,1,0.6511784195899963
efficientnet_b0,20,baskauf/13540,train,18,0.6010174751281738
efficientnet_b0,20,baskauf/13535,train,2,0.7387778162956238
efficientnet_b0,20,baskauf/13537,train,2,0.5983103513717651
efficientnet_b0,20,baskauf/16724,train,1,0.7559495568275452
efficientnet_b0,20,baskauf/13534,train,1,0.649628221988678
efficientnet_b0,20,baskauf/16684,train,13,0.7983493208885193
efficientnet_b0,20,baskauf/54528,train,9,0.7180162072181702
efficientnet_b0,20,baskauf/54519,train,1,0.7206958532333374
efficientnet_b0,20,baskauf/54525,train,6,0.8784955143928528
efficientnet_b0,20,baskauf/54532,train,6,0.7907907962799072
efficientnet_b0,20,baskauf/10419,train,6,0.844333827495575
efficientnet_b0,20,baskauf/54517,train,1,0.8075761795043945
efficientnet_b0,20,baskauf/10420,train,13,0.8487403392791748
efficientnet_b0,20,baskauf/15445,validation,6,0.7443452477455139
efficientnet_b0,20,baskauf/15448,validation,6,0.8310562372207642
efficientnet_b0,20,baskauf/15444,validation,1,0.7950543761253357
efficientnet_b0,20,baskauf/12583,train,11,0.6326131224632263
efficientnet_b0,20,baskauf/12580,train,2,0.7787086367607117
efficientnet_b0,20,baskauf/12585,train,15,0.7234786152839661
efficientnet_b0,20,baskauf/30099,train,16,0.6654060482978821
efficientnet_b0,20,baskauf/30096,train,2,0.6888166069984436
efficientnet_b0,20,baskauf/10938,test,1,0.7890974879264832
efficientnet_b0,20,baskauf/10939,test,2,0.7344656586647034
efficientnet_b0,20,baskauf/10942,test,8,0.8726653456687927
efficientnet_b0,20,baskauf/17339,train,18,0.8085117936134338
efficientnet_b0,20,baskauf/12567,train,9,0.6375032067298889
efficientnet_b0,20,baskauf/12560,train,6,0.7566791772842407
efficientnet_b0,20,baskauf/10414,train,13,0.8388365507125854
efficientnet_b0,20,baskauf/10415,train,12,0.869629442691803
efficientnet_b0,20,baskauf/12578,train,10,0.7290899753570557
efficientnet_b0,20,baskauf/29771,train,16,0.510711133480072
efficientnet_b0,20,baskauf/10936,train,2,0.8108701109886169
efficientnet_b0,20,baskauf/10935,train,10,0.7172560691833496
efficientnet_b0,20,baskauf/29766,train,2,0.6784268617630005
efficientnet_b0,20,baskauf/10941,train,8,0.7753703594207764
efficientnet_b0,20,baskauf/10934,train,15,0.7164225578308105
efficientnet_b0,20,baskauf/12572,train,15,0.75418621301651
efficientnet_b0,20,baskauf/10937,train,7,0.843533992767334
efficientnet_b0,20,baskauf/12538,train,1,0.8298773765563965
efficientnet_b0,20,baskauf/13515,validation,1,0.7038490772247314
efficientnet_b0,20,baskauf/13516,validation,6,0.8582087159156799
efficientnet_b0,20,baskauf/13518,validation,12,0.8668091893196106
efficientnet_b0,20,baskauf/15477,test,1,0.6900537610054016
efficientnet_b0,20,baskauf/10834,validation,4,0.6637113094329834
efficientnet_b0,20,baskauf/10832,validation,1,0.7892173528671265
efficientnet_b0,20,baskauf/10833,validation,4,0.711913526058197
efficientnet_b0,20,baskauf/17295,train,5,0.8841678500175476
efficientnet_b0,20,baskauf/17306,train,8,0.7782593369483948
efficientnet_b0,20,hessd/e5381,train,9,0.6878942847251892
efficientnet_b0,20,thomas/0301-02-01,test,9,0.6792537569999695
efficientnet_b0,20,thomas/0301-02-03,test,9,0.7134420275688171
efficientnet_b0,20,thomas/0301-02-02,test,2,0.6301765441894531
efficientnet_b0,20,thomas/0506-01-03,train,9,0.6737354397773743
efficientnet_b0,20,thomas/0506-01-02,train,9,0.6364559531211853
efficientnet_b0,20,thomas/0506-01-01,train,9,0.5988083481788635
efficientnet_b0,20,thomas/0506-01-07,train,6,0.7889944911003113
efficientnet_b0,20,thomas/0506-01-08,train,1,0.7983205318450928
efficientnet_b0,20,thomas/0506-01-05,train,0,0.9313705563545227
efficientnet_b0,20,thomas/0506-01-09,train,11,0.5500662326812744
efficientnet_b0,20,thomas/0506-01-10,train,16,0.7811672687530518
efficientnet_b0,20,thomas/0506-01-04,train,11,0.7428680062294006
efficientnet_b0,20,thomas/0506-01-06,train,2,0.6490272283554077
efficientnet_b0,20,baskauf/34172,train,0,0.7439444661140442
efficientnet_b0,20,baskauf/15951,train,2,0.7911143898963928
efficientnet_b0,20,baskauf/15948,train,6,0.7913462519645691
efficientnet_b0,20,baskauf/16418,train,18,0.8049459457397461
efficientnet_b0,20,baskauf/20452,train,2,0.7239980101585388
efficientnet_b0,20,baskauf/20454,train,2,0.6420184373855591
efficientnet_b0,20,baskauf/10892,train,1,0.8166462779045105
efficientnet_b0,20,baskauf/10893,train,1,0.8199145197868347
efficientnet_b0,20,baskauf/30773,train,18,0.9247518181800842
efficientnet_b0,20,baskauf/30769,train,12,0.8798825144767761
efficientnet_b0,20,baskauf/30771,train,12,0.8149913549423218
efficientnet_b0,20,baskauf/30763,train,13,0.9819115996360779
efficientnet_b0,20,baskauf/35633,test,0,0.7518990635871887
efficientnet_b0,20,baskauf/35627,test,0,0.7470459938049316
efficientnet_b0,20,baskauf/35635,train,9,0.7097082734107971
efficientnet_b0,20,kaufmannm/mk466,validation,12,0.7860559821128845
efficientnet_b0,20,baskauf/58501,train,16,0.5933334827423096
efficientnet_b0,20,baskauf/58506,train,16,0.542643666267395
efficientnet_b0,20,baskauf/58502,train,15,0.6861544251441956
efficientnet_b0,20,baskauf/58504,train,15,0.7133886218070984
efficientnet_b0,20,baskauf/35368,train,2,0.6422097682952881
efficientnet_b0,20,baskauf/35369,train,10,0.5682557821273804
efficientnet_b0,20,baskauf/35372,train,0,0.7679311037063599
efficientnet_b0,20,baskauf/35364,train,14,0.7796872854232788
efficientnet_b0,20,baskauf/35376,train,9,0.8247077465057373
efficientnet_b0,20,baskauf/11449,test,5,0.6337248086929321
efficientnet_b0,20,baskauf/11516,train,18,0.602494478225708
efficientnet_b0,20,baskauf/11511,train,10,0.6171736717224121
efficientnet_b0,20,baskauf/11510,train,10,0.47259801626205444
efficientnet_b0,20,baskauf/11515,train,4,0.7884675860404968
efficientnet_b0,20,baskauf/11719,train,18,0.5605296492576599
efficientnet_b0,20,baskauf/49244,train,18,0.6681985259056091
efficientnet_b0,20,baskauf/49248,train,16,0.6387342810630798
efficientnet_b0,20,baskauf/49249,train,16,0.5411006212234497
efficientnet_b0,20,baskauf/49247,train,10,0.6333063244819641
efficientnet_b0,20,baskauf/49250,train,15,0.7102161645889282
efficientnet_b0,20,baskauf/49252,train,16,0.8526121973991394
efficientnet_b0,20,baskauf/26426,validation,6,0.863383412361145
efficientnet_b0,20,baskauf/26421,validation,6,0.8447245359420776
efficientnet_b0,20,baskauf/11698,validation,18,0.7340273857116699
efficientnet_b0,20,baskauf/38148,train,18,0.6682263612747192
efficientnet_b0,20,baskauf/38144,train,16,0.5952090620994568
efficientnet_b0,20,baskauf/38145,train,10,0.6418038606643677
efficientnet_b0,20,baskauf/38140,train,10,0.610866129398346
efficientnet_b0,20,baskauf/38139,train,15,0.6948339343070984
efficientnet_b0,20,baskauf/38151,train,14,0.63398277759552
efficientnet_b0,20,baskauf/38154,train,4,0.7412591576576233
efficientnet_b0,20,baskauf/38156,train,14,0.6720437407493591
efficientnet_b0,20,baskauf/37287,test,18,0.755784809589386
efficientnet_b0,20,baskauf/37293,test,7,0.8907052874565125
efficientnet_b0,20,baskauf/37296,test,8,0.9220702648162842
efficientnet_b0,20,kirchoff/b5070,train,5,0.7105371356010437
efficientnet_b0,20,kirchoff/b5066,train,18,0.7811943888664246
efficientnet_b0,20,kirchoff/b5071,train,1,0.8035932183265686
efficientnet_b0,20,kirchoff/b5069,train,9,0.8025301694869995
efficientnet_b0,20,kirchoff/b5064,train,2,0.7030091285705566
efficientnet_b0,20,kirchoff/b5065,train,9,0.8191864490509033
efficientnet_b0,20,kirchoff/b5067,train,10,0.5222203135490417
efficientnet_b0,20,kirchoff/b5068,train,10,0.6323165893554688
efficientnet_b0,20,kirchoff/b5063,train,13,0.7268040180206299
efficientnet_b0,20,kirchoff/b5060,train,18,0.6467193365097046
efficientnet_b0,20,kirchoff/b5061,train,18,0.5946913361549377
efficientnet_b0,20,kirchoff/b5062,train,4,0.7788931727409363
efficientnet_b0,20,baskauf/12036,train,18,0.6168473362922668
efficientnet_b0,20,baskauf/12037,train,2,0.777513325214386
efficientnet_b0,20,baskauf/12039,train,10,0.6758356094360352
efficientnet_b0,20,baskauf/15728,train,4,0.77079176902771
efficientnet_b0,20,baskauf/15719,train,2,0.7426053285598755
efficientnet_b0,20,baskauf/15721,train,9,0.7683512568473816
efficientnet_b0,20,baskauf/15726,train,2,0.7165519595146179
efficientnet_b0,20,baskauf/19189,train,0,0.824587345123291
efficientnet_b0,20,baskauf/19182,train,6,0.735907793045044
efficientnet_b0,20,baskauf/19171,train,15,0.8139246106147766
efficientnet_b0,20,baskauf/50597,test,0,0.7212770581245422
efficientnet_b0,20,baskauf/50598,test,6,0.6950511336326599
efficientnet_b0,20,baskauf/50601,test,15,0.7647671699523926
efficientnet_b0,20,baskauf/43789,test,0,0.8271419405937195
efficientnet_b0,20,baskauf/43792,test,0,0.8375351428985596
efficientnet_b0,20,baskauf/91059,test,3,0.7924272418022156
efficientnet_b0,20,baskauf/15075,validation,15,0.7211993932723999
efficientnet_b0,20,baskauf/15074,validation,18,0.5654275417327881
efficientnet_b0,20,baskauf/15076,validation,2,0.6433385014533997
efficientnet_b0,20,baskauf/15078,validation,10,0.5562383532524109
efficientnet_b0,20,baskauf/15080,validation,8,0.7967941164970398
efficientnet_b0,20,baskauf/25478,train,1,0.6765229105949402
efficientnet_b0,20,baskauf/15692,train,16,0.6597862243652344
efficientnet_b0,20,baskauf/15696,train,10,0.6149663925170898
efficientnet_b0,20,baskauf/15691,train,15,0.6658756136894226
efficientnet_b0,20,baskauf/11030,train,10,0.6617704629898071
efficientnet_b0,20,baskauf/29811,train,10,0.660707414150238
efficientnet_b0,20,baskauf/29813,train,15,0.8458972573280334
efficientnet_b0,20,baskauf/24520,train,14,0.6427690386772156
efficientnet_b0,20,baskauf/12021,test,18,0.6795661449432373
efficientnet_b0,20,baskauf/50629,train,0,0.8352146148681641
efficientnet_b0,20,baskauf/50632,train,0,0.781022846698761
efficientnet_b0,20,baskauf/50630,train,0,0.8245108127593994
efficientnet_b0,20,baskauf/91006,train,3,0.6053835153579712
efficientnet_b0,20,baskauf/89391,train,3,0.8263586163520813
efficientnet_b0,20,baskauf/16207,train,0,0.7928363084793091
efficientnet_b0,20,baskauf/18746,train,6,0.8246824145317078
efficientnet_b0,20,baskauf/18748,train,15,0.8901457190513611
efficientnet_b0,20,baskauf/16278,train,7,0.8765356540679932
efficientnet_b0,20,baskauf/15272,train,16,0.7159983515739441
efficientnet_b0,20,baskauf/15276,train,15,0.6694528460502625
efficientnet_b0,20,baskauf/29784,train,10,0.6075166463851929
efficientnet_b0,20,baskauf/15280,train,15,0.7833421230316162
efficientnet_b0,20,baskauf/15288,train,0,0.8638599514961243
efficientnet_b0,20,baskauf/12129,validation,2,0.7384928464889526
efficientnet_b0,20,baskauf/12128,validation,10,0.5627942681312561
efficientnet_b0,20,baskauf/12131,validation,1,0.8172498941421509
efficientnet_b0,20,baskauf/51738,validation,18,0.7223427295684814
efficientnet_b0,20,baskauf/51730,validation,0,0.7496666312217712
efficientnet_b0,20,baskauf/51731,validation,0,0.7850302457809448
efficientnet_b0,20,baskauf/51734,validation,10,0.6722976565361023
efficientnet_b0,20,baskauf/51736,validation,15,0.7578231692314148
efficientnet_b0,20,baskauf/51741,validation,14,0.7318050861358643
efficientnet_b0,20,baskauf/51804,train,0,0.7887698411941528
efficientnet_b0,20,baskauf/51807,train,9,0.756293535232544
efficientnet_b0,20,baskauf/51808,train,0,0.7320951819419861
efficientnet_b0,20,baskauf/51799,train,1,0.7360543608665466
efficientnet_b0,20,baskauf/51793,train,14,0.5843448042869568
efficientnet_b0,20,baskauf/51797,train,4,0.7166774868965149
efficientnet_b0,20,baskauf/54565,test,12,0.7391555309295654
efficientnet_b0,20,baskauf/54568,test,12,0.7779870629310608
efficientnet_b0,20,baskauf/54564,test,14,0.7851580381393433
efficientnet_b0,20,baskauf/25625,train,18,0.660121738910675
efficientnet_b0,20,baskauf/12175,train,9,0.6906419396400452
efficientnet_b0,20,baskauf/12178,train,0,0.8648991584777832
efficientnet_b0,20,baskauf/12171,train,14,0.7702117562294006
efficientnet_b0,20,baskauf/26710,train,9,0.7293393015861511
efficientnet_b0,20,baskauf/26705,train,6,0.7483171820640564
efficientnet_b0,20,baskauf/26707,train,6,0.8859667181968689
efficientnet_b0,20,baskauf/26714,train,15,0.8370823264122009
efficientnet_b0,20,baskauf/12190,validation,6,0.8856210708618164
efficientnet_b0,20,baskauf/12192,validation,6,0.7991811633110046
efficientnet_b0,20,baskauf/15687,test,1,0.8173682689666748
efficientnet_b0,20,baskauf/15688,test,12,0.9222283959388733
efficientnet_b0,20,baskauf/26127,validation,6,0.8931853175163269
efficientnet_b0,20,baskauf/26119,validation,6,0.7669224739074707
efficientnet_b0,20,baskauf/26114,validation,6,0.8012082576751709
efficientnet_b0,20,baskauf/49293,train,9,0.6548616886138916
efficientnet_b0,20,baskauf/49290,train,6,0.7879284024238586
efficientnet_b0,20,baskauf/26141,train,6,0.7787627577781677
efficientnet_b0,20,baskauf/26149,train,16,0.6136387586593628
efficientnet_b0,20,baskauf/26143,train,2,0.7980448603630066
efficientnet_b0,20,baskauf/26147,train,0,0.7479938268661499
efficientnet_b0,20,baskauf/26153,train,13,0.7943810820579529
efficientnet_b0,20,baskauf/26540,train,6,0.7792834639549255
efficientnet_b0,20,baskauf/11477,train,2,0.8130922317504883
efficientnet_b0,20,baskauf/11479,train,12,0.849491536617279
efficientnet_b0,20,baskauf/11481,train,2,0.6190614700317383
efficientnet_b0,20,baskauf/11482,train,2,0.6172272562980652
efficientnet_b0,20,baskauf/11471,train,1,0.7673792839050293
efficientnet_b0,20,baskauf/28751,test,12,0.8148670792579651
efficientnet_b0,20,baskauf/28754,test,12,0.8397247791290283
efficientnet_b0,20,baskauf/28756,test,10,0.613101065158844
efficientnet_b0,20,baskauf/26511,train,18,0.5998430848121643
efficientnet_b0,20,baskauf/26493,train,9,0.8569350838661194
efficientnet_b0,20,baskauf/26492,train,9,0.7362565994262695
efficientnet_b0,20,baskauf/26496,train,2,0.7244067192077637
efficientnet_b0,20,baskauf/26510,train,16,0.5691875219345093
efficientnet_b0,20,baskauf/26502,train,10,0.5548697113990784
efficientnet_b0,20,baskauf/26508,train,8,0.6676760315895081
efficientnet_b0,20,baskauf/26495,train,1,0.7200518250465393
efficientnet_b0,20,baskauf/26321,test,12,0.7804335951805115
efficientnet_b0,20,baskauf/26325,test,12,0.8202950954437256
efficientnet_b0,20,baskauf/26311,test,2,0.6221168637275696
efficientnet_b0,20,baskauf/26308,test,8,0.7232323884963989
efficientnet_b0,20,baskauf/15050,validation,10,0.7377780079841614
efficientnet_b0,20,baskauf/15051,validation,0,0.8205795288085938
efficientnet_b0,20,baskauf/30760,validation,18,0.8437479138374329
efficientnet_b0,20,baskauf/30758,validation,8,0.8300510048866272
efficientnet_b0,20,baskauf/30756,validation,8,0.6422960758209229
efficientnet_b0,20,baskauf/30752,validation,13,0.7709041237831116
efficientnet_b0,20,baskauf/35224,train,9,0.6647112369537354
efficientnet_b0,20,baskauf/35218,train,9,0.7319642305374146
efficientnet_b0,20,baskauf/35216,train,9,0.7056779265403748
efficientnet_b0,20,baskauf/35219,train,2,0.7152257561683655
efficientnet_b0,20,baskauf/35221,train,0,0.7560470700263977
efficientnet_b0,20,baskauf/35214,train,14,0.7156118154525757
efficientnet_b0,20,baskauf/54555,train,12,0.7633744478225708
efficientnet_b0,20,baskauf/54683,train,16,0.5578655004501343
efficientnet_b0,20,baskauf/54682,train,10,0.6328076720237732
efficientnet_b0,20,baskauf/54680,train,12,0.8420435786247253
efficientnet_b0,20,baskauf/54677,train,8,0.7171868681907654
efficientnet_b0,20,baskauf/30941,test,7,0.851105809211731
efficientnet_b0,20,baskauf/10856,train,5,0.7937468886375427
efficientnet_b0,20,baskauf/10471,train,18,0.6319540143013
efficientnet_b0,20,baskauf/10469,train,9,0.7712166905403137
efficientnet_b0,20,baskauf/10470,train,9,0.6521141529083252
efficientnet_b0,20,baskauf/10603,train,9,0.876067042350769
efficientnet_b0,20,baskauf/11248,train,2,0.6562131643295288
efficientnet_b0,20,baskauf/11243,train,10,0.6523227691650391
efficientnet_b0,20,baskauf/17559,train,8,0.8856818079948425
efficientnet_b0,20,baskauf/17553,train,15,0.8231261968612671
efficientnet_b0,20,baskauf/91064,train,14,0.6625126004219055
efficientnet_b0,20,baskauf/10534,train,9,0.8184255957603455
efficientnet_b0,20,baskauf/10535,train,9,0.7573242783546448
efficientnet_b0,20,kirchoff/b5085,train,9,0.7527707815170288
efficientnet_b0,20,kirchoff/b5086,train,9,0.7874633073806763
efficientnet_b0,20,baskauf/15103,test,12,0.7775466442108154
efficientnet_b0,20,baskauf/15104,test,12,0.8069396615028381
efficientnet_b0,20,baskauf/15105,test,12,0.7776436805725098
efficientnet_b0,20,kirchoff/b5087,train,12,0.7694194912910461
efficientnet_b0,20,kirchoff/b5088,train,12,0.7366610169410706
efficientnet_b0,20,kirchoff/b5089,train,1,0.7920446991920471
efficientnet_b0,20,kirchoff/b5092,train,12,0.8473735451698303
efficientnet_b0,20,kirchoff/b5094,train,12,0.7976951003074646
efficientnet_b0,20,kirchoff/b5095,train,12,0.8305982947349548
efficientnet_b0,20,kirchoff/b5093,train,12,0.8243296146392822
efficientnet_b0,20,kirchoff/b5090,train,1,0.8054879307746887
efficientnet_b0,20,kirchoff/b5091,train,1,0.7575868368148804
efficientnet_b0,20,baskauf/11613,validation,1,0.6879194378852844
efficientnet_b0,20,baskauf/11614,validation,10,0.5310173630714417
efficientnet_b0,20,baskauf/11612,validation,14,0.6168127059936523
efficientnet_b0,20,baskauf/16416,train,2,0.8530746698379517
efficientnet_b0,20,baskauf/16760,train,1,0.865886926651001
efficientnet_b0,20,baskauf/10377,train,6,0.8969337344169617
efficientnet_b0,20,baskauf/91159,train,3,0.6010704040527344
efficientnet_b0,20,baskauf/10987,train,5,0.4529353678226471
efficientnet_b0,20,baskauf/10981,train,2,0.6956952214241028
efficientnet_b0,20,baskauf/10988,train,6,0.7396461963653564
efficientnet_b0,20,baskauf/10218,train,2,0.6900830864906311
efficientnet_b0,20,baskauf/10221,train,11,0.6069242358207703
efficientnet_b0,20,baskauf/29805,train,10,0.7532737255096436
efficientnet_b0,20,baskauf/10213,train,14,0.5443641543388367
efficientnet_b0,20,baskauf/16715,train,5,0.5601040124893188
efficientnet_b0,20,baskauf/16712,train,13,0.6646087765693665
efficientnet_b0,20,baskauf/51397,test,0,0.7557616233825684
efficientnet_b0,20,baskauf/51398,test,0,0.7727670073509216
efficientnet_b0,20,baskauf/51402,test,0,0.7788360714912415
efficientnet_b0,20,baskauf/51406,test,2,0.6756505966186523
efficientnet_b0,20,baskauf/91065,test,3,0.725684642791748
efficientnet_b0,20,baskauf/51414,validation,9,0.6958844661712646
efficientnet_b0,20,baskauf/51416,validation,9,0.7524648308753967
efficientnet_b0,20,baskauf/51409,validation,2,0.6968985199928284
efficientnet_b0,20,baskauf/51411,validation,2,0.7496646046638489
efficientnet_b0,20,baskauf/51418,validation,0,0.7880250215530396
efficientnet_b0,20,baskauf/91067,validation,14,0.5050507187843323
efficientnet_b0,20,baskauf/10574,train,0,0.777279257774353
efficientnet_b0,20,baskauf/29397,train,12,0.8533951044082642
efficientnet_b0,20,baskauf/29400,train,19,0.8110271692276001
efficientnet_b0,20,baskauf/27927,train,12,0.8168779611587524
efficientnet_b0,20,baskauf/27929,train,12,0.7482091784477234
efficientnet_b0,20,baskauf/15141,train,1,0.7674964070320129
efficientnet_b0,20,baskauf/15143,train,1,0.8143553733825684
efficientnet_b0,20,baskauf/15144,train,15,0.6594175696372986
efficientnet_b0,20,baskauf/d0997,train,1,0.9364153146743774
efficientnet_b0,20,baskauf/10427,train,8,0.760080099105835
efficientnet_b0,20,baskauf/16710,train,18,0.8750344514846802
efficientnet_b0,20,baskauf/16683,train,13,0.7765520215034485
efficientnet_b0,20,baskauf/11100,train,5,0.7387421131134033
efficientnet_b0,20,baskauf/11524,test,5,0.6758236289024353
