representation,k,image_id,split,cluster_id,distance_to_centroid
bioclip,10,baskauf/29761,train,9,0.8300144672393799
bioclip,10,baskauf/18219,train,9,0.7808356285095215
bioclip,10,baskauf/18225,train,9,0.7823511958122253
bioclip,10,baskauf/39069,train,3,0.7352991700172424
bioclip,10,baskauf/00001,train,3,0.7311282753944397
bioclip,10,baskauf/00000,train,9,0.7829570770263672
bioclip,10,baskauf/10492,train,3,0.6915440559387207
bioclip,10,baskauf/10495,validation,3,0.6928449273109436
bioclip,10,baskauf/10496,validation,9,0.8048864603042603
bioclip,10,baskauf/10494,validation,9,0.8130385279655457
bioclip,10,baskauf/19269,train,9,0.8220363855361938
bioclip,10,baskauf/20031,train,9,0.8076739311218262
bioclip,10,baskauf/30327,train,1,0.8111876249313354
bioclip,10,baskauf/50749,train,9,0.7800156474113464
bioclip,10,baskauf/50750,train,9,0.8188774585723877
bioclip,10,baskauf/91011,test,5,0.6848299503326416
bioclip,10,baskauf/91016,test,5,0.6810647249221802
bioclip,10,baskauf/89381,test,5,0.7247825860977173
bioclip,10,baskauf/10861,train,9,0.7631162405014038
bioclip,10,ssmv/2-886-02,train,1,0.7564319968223572
bioclip,10,ssmv/2-886-01,train,5,0.664681613445282
bioclip,10,ssmv/2-886-03,train,5,0.7532901167869568
bioclip,10,baskauf/50727,train,0,0.7737758755683899
bioclip,10,baskauf/50729,train,0,0.7740138173103333
bioclip,10,baskauf/10376,train,9,0.7774204611778259
bioclip,10,baskauf/10386,train,9,0.7937623262405396
bioclip,10,baskauf/50713,train,5,0.7967714667320251
bioclip,10,baskauf/50711,train,5,0.8077449202537537
bioclip,10,baskauf/10606,validation,9,0.7802324891090393
bioclip,10,baskauf/10564,validation,9,0.7633444666862488
bioclip,10,baskauf/10565,validation,9,0.7909443974494934
bioclip,10,baskauf/10570,validation,9,0.7618132829666138
bioclip,10,baskauf/22184,train,1,0.8160720467567444
bioclip,10,baskauf/15211,train,1,0.8088883757591248
bioclip,10,baskauf/15212,train,1,0.7844452857971191
bioclip,10,baskauf/15216,train,4,0.7676273584365845
bioclip,10,baskauf/11288,train,9,0.7772708535194397
bioclip,10,baskauf/11294,train,9,0.7842414975166321
bioclip,10,baskauf/16741,train,9,0.7962551712989807
bioclip,10,baskauf/39161,test,9,0.787458598613739
bioclip,10,baskauf/39140,test,1,0.7699185609817505
bioclip,10,baskauf/39144,test,1,0.7172200083732605
bioclip,10,baskauf/39181,test,1,0.805875837802887
bioclip,10,baskauf/10374,train,5,0.7327168583869934
bioclip,10,baskauf/18076,train,9,0.8169670701026917
bioclip,10,baskauf/91096,train,5,0.7573705911636353
bioclip,10,baskauf/91164,train,5,0.698789119720459
bioclip,10,baskauf/d0999,train,9,0.7993840575218201
bioclip,10,kaufmannm/ke142,train,9,0.7846601605415344
bioclip,10,baskauf/11657,train,5,0.7198018431663513
bioclip,10,baskauf/27139,test,1,0.7995468974113464
bioclip,10,baskauf/27132,test,1,0.8330135345458984
bioclip,10,baskauf/27137,test,1,0.8439761400222778
bioclip,10,baskauf/27143,test,1,0.7627078294754028
bioclip,10,baskauf/11729,train,9,0.8655694127082825
bioclip,10,baskauf/11727,train,9,0.8230696320533752
bioclip,10,baskauf/11730,train,9,0.8927990794181824
bioclip,10,baskauf/11732,train,9,0.8466925621032715
bioclip,10,baskauf/11731,train,9,0.8559619784355164
bioclip,10,baskauf/11726,train,9,0.8274093270301819
bioclip,10,baskauf/35180,validation,1,0.850417971611023
bioclip,10,baskauf/35177,validation,9,0.8499047756195068
bioclip,10,baskauf/35167,validation,3,0.7905529737472534
bioclip,10,baskauf/35184,validation,9,0.8691984415054321
bioclip,10,baskauf/35181,validation,9,0.8690431714057922
bioclip,10,baskauf/35163,validation,3,0.7674293518066406
bioclip,10,baskauf/21914,train,1,0.7892035841941833
bioclip,10,baskauf/21894,train,3,0.7018296718597412
bioclip,10,baskauf/21906,train,1,0.7093473076820374
bioclip,10,baskauf/32173,train,1,0.8308941721916199
bioclip,10,baskauf/32257,test,3,0.8308565020561218
bioclip,10,baskauf/32255,test,3,0.8300341963768005
bioclip,10,baskauf/12700,train,3,0.667991042137146
bioclip,10,baskauf/12698,train,3,0.7943019270896912
bioclip,10,baskauf/12703,train,3,0.6927943825721741
bioclip,10,baskauf/52663,validation,3,0.6551856398582458
bioclip,10,baskauf/52662,validation,1,0.8333595991134644
bioclip,10,hessd/e5353,train,3,0.6780118346214294
bioclip,10,baskauf/12804,train,3,0.7843868732452393
bioclip,10,baskauf/12928,train,3,0.6687497496604919
bioclip,10,baskauf/13540,train,9,0.8324312567710876
bioclip,10,baskauf/13535,train,3,0.643325924873352
bioclip,10,baskauf/13537,train,3,0.6484373807907104
bioclip,10,baskauf/16724,train,3,0.6710812449455261
bioclip,10,baskauf/13534,train,3,0.641510546207428
bioclip,10,baskauf/16684,train,3,0.7516557574272156
bioclip,10,baskauf/54528,train,3,0.8548049926757812
bioclip,10,baskauf/54519,train,3,0.6683940887451172
bioclip,10,baskauf/54525,train,3,0.6636072397232056
bioclip,10,baskauf/54532,train,3,0.7061150074005127
bioclip,10,baskauf/10419,train,3,0.783336877822876
bioclip,10,baskauf/54517,train,3,0.6584908366203308
bioclip,10,baskauf/10420,train,9,0.8683971762657166
bioclip,10,baskauf/15445,validation,3,0.6640049815177917
bioclip,10,baskauf/15448,validation,9,0.8859984874725342
bioclip,10,baskauf/15444,validation,3,0.6780033707618713
bioclip,10,baskauf/12583,train,1,0.775978147983551
bioclip,10,baskauf/12580,train,3,0.6909728050231934
bioclip,10,baskauf/12585,train,3,0.7909112572669983
bioclip,10,baskauf/30099,train,1,0.8068690896034241
bioclip,10,baskauf/30096,train,3,0.6710984110832214
bioclip,10,baskauf/10938,test,3,0.6500990986824036
bioclip,10,baskauf/10939,test,3,0.667898952960968
bioclip,10,baskauf/10942,test,1,0.8130877614021301
bioclip,10,baskauf/17339,train,1,0.8074032068252563
bioclip,10,baskauf/12567,train,3,0.8046345710754395
bioclip,10,baskauf/12560,train,3,0.7391742467880249
bioclip,10,baskauf/10414,train,3,0.7494118809700012
bioclip,10,baskauf/10415,train,3,0.7443909645080566
bioclip,10,baskauf/12578,train,3,0.6860595941543579
bioclip,10,baskauf/29771,train,3,0.7395567297935486
bioclip,10,baskauf/10936,train,3,0.6974596977233887
bioclip,10,baskauf/10935,train,3,0.7455306053161621
bioclip,10,baskauf/29766,train,3,0.699049174785614
bioclip,10,baskauf/10941,train,3,0.7374540567398071
bioclip,10,baskauf/10934,train,3,0.695378303527832
bioclip,10,baskauf/12572,train,3,0.6802156567573547
bioclip,10,baskauf/10937,train,1,0.7409726977348328
bioclip,10,baskauf/12538,train,3,0.705571174621582
bioclip,10,baskauf/13515,validation,3,0.6914190053939819
bioclip,10,baskauf/13516,validation,3,0.7057623267173767
bioclip,10,baskauf/13518,validation,3,0.6989457607269287
bioclip,10,baskauf/15477,test,3,0.6848336458206177
bioclip,10,baskauf/10834,validation,3,0.7489171624183655
bioclip,10,baskauf/10832,validation,3,0.6660909056663513
bioclip,10,baskauf/10833,validation,3,0.7338538765907288
bioclip,10,baskauf/17295,train,3,0.8223860859870911
bioclip,10,baskauf/17306,train,1,0.8274480700492859
bioclip,10,hessd/e5381,train,3,0.6882963180541992
bioclip,10,thomas/0301-02-01,test,3,0.6948413848876953
bioclip,10,thomas/0301-02-03,test,3,0.7168275117874146
bioclip,10,thomas/0301-02-02,test,3,0.668233335018158
bioclip,10,thomas/0506-01-03,train,1,0.837277889251709
bioclip,10,thomas/0506-01-02,train,3,0.751677393913269
bioclip,10,thomas/0506-01-01,train,3,0.7124794125556946
bioclip,10,thomas/0506-01-07,train,3,0.7599453926086426
bioclip,10,thomas/0506-01-08,train,3,0.7016070485115051
bioclip,10,thomas/0506-01-05,train,1,0.7894328236579895
bioclip,10,thomas/0506-01-09,train,1,0.8108763098716736
bioclip,10,thomas/0506-01-10,train,1,0.7799037098884583
bioclip,10,thomas/0506-01-04,train,3,0.6913455724716187
bioclip,10,thomas/0506-01-06,train,3,0.6348177194595337
bioclip,10,baskauf/34172,train,3,0.74308842420578
bioclip,10,baskauf/15951,train,3,0.6176802515983582
bioclip,10,baskauf/15948,train,3,0.7108855843544006
bioclip,10,baskauf/16418,train,3,0.7024157047271729
bioclip,10,baskauf/20452,train,3,0.6694846153259277
bioclip,10,baskauf/20454,train,3,0.6524254679679871
bioclip,10,baskauf/10892,train,3,0.6797411441802979
bioclip,10,baskauf/10893,train,3,0.6544020771980286
bioclip,10,baskauf/30773,train,1,0.7647237181663513
bioclip,10,baskauf/30769,train,1,0.8469892144203186
bioclip,10,baskauf/30771,train,9,0.8373832106590271
bioclip,10,baskauf/30763,train,3,0.7362796664237976
bioclip,10,baskauf/35633,test,3,0.7374491691589355
bioclip,10,baskauf/35627,test,3,0.7234214544296265
bioclip,10,baskauf/35635,train,3,0.7808426022529602
bioclip,10,kaufmannm/mk466,validation,3,0.7231995463371277
bioclip,10,baskauf/58501,train,3,0.7687479257583618
bioclip,10,baskauf/58506,train,1,0.765415608882904
bioclip,10,baskauf/58502,train,3,0.7592192888259888
bioclip,10,baskauf/58504,train,9,0.8362342119216919
bioclip,10,baskauf/35368,train,3,0.7013002038002014
bioclip,10,baskauf/35369,train,3,0.7448828220367432
bioclip,10,baskauf/35372,train,3,0.7382140755653381
bioclip,10,baskauf/35364,train,1,0.8490867614746094
bioclip,10,baskauf/35376,train,8,0.8438836932182312
bioclip,10,baskauf/11449,test,0,0.6864107251167297
bioclip,10,baskauf/11516,train,0,0.7376478910446167
bioclip,10,baskauf/11511,train,0,0.6324195861816406
bioclip,10,baskauf/11510,train,0,0.6620051860809326
bioclip,10,baskauf/11515,train,0,0.7284862995147705
bioclip,10,baskauf/11719,train,0,0.7858448624610901
bioclip,10,baskauf/49244,train,9,0.8163730502128601
bioclip,10,baskauf/49248,train,0,0.7810142636299133
bioclip,10,baskauf/49249,train,0,0.6829909086227417
bioclip,10,baskauf/49247,train,0,0.6758902668952942
bioclip,10,baskauf/49250,train,1,0.7869047522544861
bioclip,10,baskauf/49252,train,0,0.680090069770813
bioclip,10,baskauf/26426,validation,1,0.7968822717666626
bioclip,10,baskauf/26421,validation,1,0.8086927533149719
bioclip,10,baskauf/11698,validation,0,0.7279422879219055
bioclip,10,baskauf/38148,train,1,0.7814902663230896
bioclip,10,baskauf/38144,train,0,0.6493486166000366
bioclip,10,baskauf/38145,train,0,0.6638227105140686
bioclip,10,baskauf/38140,train,0,0.6989991068840027
bioclip,10,baskauf/38139,train,0,0.7335690259933472
bioclip,10,baskauf/38151,train,5,0.6959843039512634
bioclip,10,baskauf/38154,train,5,0.8164098262786865
bioclip,10,baskauf/38156,train,5,0.7695481181144714
bioclip,10,baskauf/37287,test,0,0.8150524497032166
bioclip,10,baskauf/37293,test,1,0.7894508838653564
bioclip,10,baskauf/37296,test,1,0.7843592166900635
bioclip,10,kirchoff/b5070,train,5,0.7696717381477356
bioclip,10,kirchoff/b5066,train,0,0.6647183895111084
bioclip,10,kirchoff/b5071,train,0,0.6931353807449341
bioclip,10,kirchoff/b5069,train,0,0.5882521867752075
bioclip,10,kirchoff/b5064,train,0,0.6243047118186951
bioclip,10,kirchoff/b5065,train,0,0.6375270485877991
bioclip,10,kirchoff/b5067,train,0,0.5517757534980774
bioclip,10,kirchoff/b5068,train,0,0.5456448197364807
bioclip,10,kirchoff/b5063,train,5,0.7690626978874207
bioclip,10,kirchoff/b5060,train,0,0.5960120558738708
bioclip,10,kirchoff/b5061,train,0,0.6992056965827942
bioclip,10,kirchoff/b5062,train,0,0.6224321126937866
bioclip,10,baskauf/12036,train,0,0.6375982165336609
bioclip,10,baskauf/12037,train,0,0.5192598104476929
bioclip,10,baskauf/12039,train,0,0.6191371083259583
bioclip,10,baskauf/15728,train,0,0.5972186326980591
bioclip,10,baskauf/15719,train,0,0.605163037776947
bioclip,10,baskauf/15721,train,0,0.8486303091049194
bioclip,10,baskauf/15726,train,0,0.7742704749107361
bioclip,10,baskauf/19189,train,0,0.7856318950653076
bioclip,10,baskauf/19182,train,0,0.8307719826698303
bioclip,10,baskauf/19171,train,0,0.6820960640907288
bioclip,10,baskauf/50597,test,0,0.7220703959465027
bioclip,10,baskauf/50598,test,0,0.7249051332473755
bioclip,10,baskauf/50601,test,0,0.7873151898384094
bioclip,10,baskauf/43789,test,0,0.6996837854385376
bioclip,10,baskauf/43792,test,0,0.7547889947891235
bioclip,10,baskauf/91059,test,5,0.6960510611534119
bioclip,10,baskauf/15075,validation,0,0.6032821536064148
bioclip,10,baskauf/15074,validation,0,0.7847017049789429
bioclip,10,baskauf/15076,validation,0,0.5428026914596558
bioclip,10,baskauf/15078,validation,0,0.7250083088874817
bioclip,10,baskauf/15080,validation,0,0.8642652034759521
bioclip,10,baskauf/25478,train,0,0.5740072131156921
bioclip,10,baskauf/15692,train,0,0.6498376727104187
bioclip,10,baskauf/15696,train,0,0.5467406511306763
bioclip,10,baskauf/15691,train,0,0.549685537815094
bioclip,10,baskauf/11030,train,0,0.5619117021560669
bioclip,10,baskauf/29811,train,0,0.536075234413147
bioclip,10,baskauf/29813,train,0,0.646894097328186
bioclip,10,baskauf/24520,train,0,0.597234308719635
bioclip,10,baskauf/12021,test,0,0.6712101697921753
bioclip,10,baskauf/50629,train,0,0.6803942918777466
bioclip,10,baskauf/50632,train,0,0.6861605644226074
bioclip,10,baskauf/50630,train,1,0.7857335805892944
bioclip,10,baskauf/91006,train,5,0.7201628088951111
bioclip,10,baskauf/89391,train,5,0.6818112134933472
bioclip,10,baskauf/16207,train,0,0.7789883613586426
bioclip,10,baskauf/18746,train,1,0.8280483484268188
bioclip,10,baskauf/18748,train,0,0.7701026797294617
bioclip,10,baskauf/16278,train,0,0.7054314613342285
bioclip,10,baskauf/15272,train,0,0.8002775311470032
bioclip,10,baskauf/15276,train,0,0.7438398599624634
bioclip,10,baskauf/29784,train,0,0.6184945106506348
bioclip,10,baskauf/15280,train,0,0.650536298751831
bioclip,10,baskauf/15288,train,0,0.7669727206230164
bioclip,10,baskauf/12129,validation,0,0.6925898194313049
bioclip,10,baskauf/12128,validation,0,0.6388171911239624
bioclip,10,baskauf/12131,validation,0,0.8406157493591309
bioclip,10,baskauf/51738,validation,1,0.7641158699989319
bioclip,10,baskauf/51730,validation,8,0.8312302231788635
bioclip,10,baskauf/51731,validation,8,0.7942078709602356
bioclip,10,baskauf/51734,validation,8,0.8311461210250854
bioclip,10,baskauf/51736,validation,1,0.8149227499961853
bioclip,10,baskauf/51741,validation,8,0.7643129229545593
bioclip,10,baskauf/51804,train,8,0.8063390254974365
bioclip,10,baskauf/51807,train,8,0.7887114882469177
bioclip,10,baskauf/51808,train,8,0.7567628622055054
bioclip,10,baskauf/51799,train,8,0.7810739278793335
bioclip,10,baskauf/51793,train,8,0.7829417586326599
bioclip,10,baskauf/51797,train,8,0.7805909514427185
bioclip,10,baskauf/54565,test,8,0.8026725649833679
bioclip,10,baskauf/54568,test,8,0.8186720013618469
bioclip,10,baskauf/54564,test,8,0.8189183473587036
bioclip,10,baskauf/25625,train,1,0.7061543464660645
bioclip,10,baskauf/12175,train,3,0.7132681608200073
bioclip,10,baskauf/12178,train,3,0.6782433390617371
bioclip,10,baskauf/12171,train,3,0.7016631364822388
bioclip,10,baskauf/26710,train,3,0.784366250038147
bioclip,10,baskauf/26705,train,3,0.6818428635597229
bioclip,10,baskauf/26707,train,3,0.686887264251709
bioclip,10,baskauf/26714,train,3,0.7273802161216736
bioclip,10,baskauf/12190,validation,3,0.7267418503761292
bioclip,10,baskauf/12192,validation,3,0.6847876310348511
bioclip,10,baskauf/15687,test,3,0.6762452125549316
bioclip,10,baskauf/15688,test,3,0.7140910029411316
bioclip,10,baskauf/26127,validation,8,0.7149459719657898
bioclip,10,baskauf/26119,validation,8,0.6741840243339539
bioclip,10,baskauf/26114,validation,8,0.683684229850769
bioclip,10,baskauf/49293,train,8,0.6824191212654114
bioclip,10,baskauf/49290,train,8,0.6551401019096375
bioclip,10,baskauf/26141,train,8,0.6729431748390198
bioclip,10,baskauf/26149,train,8,0.7012311816215515
bioclip,10,baskauf/26143,train,8,0.6805718541145325
bioclip,10,baskauf/26147,train,1,0.7886939644813538
bioclip,10,baskauf/26153,train,8,0.7021046876907349
bioclip,10,baskauf/26540,train,8,0.6737452745437622
bioclip,10,baskauf/11477,train,8,0.662325918674469
bioclip,10,baskauf/11479,train,8,0.6745747923851013
bioclip,10,baskauf/11481,train,8,0.651918888092041
bioclip,10,baskauf/11482,train,8,0.654796838760376
bioclip,10,baskauf/11471,train,8,0.6773910522460938
bioclip,10,baskauf/28751,test,8,0.6781755685806274
bioclip,10,baskauf/28754,test,8,0.6602602005004883
bioclip,10,baskauf/28756,test,8,0.6758627891540527
bioclip,10,baskauf/26511,train,1,0.7139634490013123
bioclip,10,baskauf/26493,train,1,0.7905521392822266
bioclip,10,baskauf/26492,train,8,0.7278209924697876
bioclip,10,baskauf/26496,train,8,0.6485744714736938
bioclip,10,baskauf/26510,train,8,0.7119356393814087
bioclip,10,baskauf/26502,train,8,0.6511417031288147
bioclip,10,baskauf/26508,train,1,0.7421760559082031
bioclip,10,baskauf/26495,train,8,0.7163747549057007
bioclip,10,baskauf/26321,test,8,0.7664998173713684
bioclip,10,baskauf/26325,test,8,0.749173104763031
bioclip,10,baskauf/26311,test,8,0.6554510593414307
bioclip,10,baskauf/26308,test,8,0.6495074033737183
bioclip,10,baskauf/15050,validation,8,0.6650243401527405
bioclip,10,baskauf/15051,validation,8,0.6516207456588745
bioclip,10,baskauf/30760,validation,1,0.7292348742485046
bioclip,10,baskauf/30758,validation,9,0.8436112403869629
bioclip,10,baskauf/30756,validation,1,0.7675198912620544
bioclip,10,baskauf/30752,validation,3,0.7994970083236694
bioclip,10,baskauf/35224,train,3,0.8204755187034607
bioclip,10,baskauf/35218,train,3,0.7804945111274719
bioclip,10,baskauf/35216,train,3,0.7979752421379089
bioclip,10,baskauf/35219,train,3,0.7236782312393188
bioclip,10,baskauf/35221,train,3,0.7918318510055542
bioclip,10,baskauf/35214,train,8,0.8668496012687683
bioclip,10,baskauf/54555,train,3,0.8201826214790344
bioclip,10,baskauf/54683,train,3,0.7413003444671631
bioclip,10,baskauf/54682,train,3,0.7765696048736572
bioclip,10,baskauf/54680,train,9,0.8434222340583801
bioclip,10,baskauf/54677,train,9,0.8223276138305664
bioclip,10,baskauf/30941,test,9,0.7922505736351013
bioclip,10,baskauf/10856,train,1,0.8218595385551453
bioclip,10,baskauf/10471,train,9,0.8515115976333618
bioclip,10,baskauf/10469,train,3,0.6664665341377258
bioclip,10,baskauf/10470,train,3,0.6676637530326843
bioclip,10,baskauf/10603,train,9,0.8361977934837341
bioclip,10,baskauf/11248,train,3,0.6921843886375427
bioclip,10,baskauf/11243,train,1,0.8316103219985962
bioclip,10,baskauf/17559,train,3,0.6982629299163818
bioclip,10,baskauf/17553,train,3,0.65020751953125
bioclip,10,baskauf/91064,train,1,0.7683395743370056
bioclip,10,baskauf/10534,train,3,0.6642448902130127
bioclip,10,baskauf/10535,train,3,0.699712872505188
bioclip,10,kirchoff/b5085,train,3,0.6511348485946655
bioclip,10,kirchoff/b5086,train,3,0.6740835309028625
bioclip,10,baskauf/15103,test,3,0.6430664658546448
bioclip,10,baskauf/15104,test,3,0.6238462328910828
bioclip,10,baskauf/15105,test,3,0.6167992353439331
bioclip,10,kirchoff/b5087,train,3,0.6787263751029968
bioclip,10,kirchoff/b5088,train,3,0.6667668223381042
bioclip,10,kirchoff/b5089,train,9,0.8081863522529602
bioclip,10,kirchoff/b5092,train,3,0.6268830895423889
bioclip,10,kirchoff/b5094,train,3,0.6517175436019897
bioclip,10,kirchoff/b5095,train,3,0.6555675864219666
bioclip,10,kirchoff/b5093,train,3,0.6585441827774048
bioclip,10,kirchoff/b5090,train,9,0.8310335874557495
bioclip,10,kirchoff/b5091,train,3,0.6474660634994507
bioclip,10,baskauf/11613,validation,9,0.8337360620498657
bioclip,10,baskauf/11614,validation,9,0.7866342067718506
bioclip,10,baskauf/11612,validation,5,0.8001613020896912
bioclip,10,baskauf/16416,train,3,0.6366706490516663
bioclip,10,baskauf/16760,train,3,0.6604257225990295
bioclip,10,baskauf/10377,train,3,0.710090696811676
bioclip,10,baskauf/91159,train,5,0.7047982811927795
bioclip,10,baskauf/10987,train,4,0.7178285717964172
bioclip,10,baskauf/10981,train,3,0.6842508912086487
bioclip,10,baskauf/10988,train,9,0.8178051114082336
bioclip,10,baskauf/10218,train,9,0.7660042643547058
bioclip,10,baskauf/10221,train,3,0.74955153465271
bioclip,10,baskauf/29805,train,1,0.7614031434059143
bioclip,10,baskauf/10213,train,5,0.7549687623977661
bioclip,10,baskauf/16715,train,5,0.800700306892395
bioclip,10,baskauf/16712,train,9,0.786526620388031
bioclip,10,baskauf/51397,test,1,0.81794273853302
bioclip,10,baskauf/51398,test,1,0.7670748233795166
bioclip,10,baskauf/51402,test,3,0.7404362559318542
bioclip,10,baskauf/51406,test,9,0.7729231715202332
bioclip,10,baskauf/91065,test,5,0.6420688629150391
bioclip,10,baskauf/51414,validation,3,0.7213981747627258
bioclip,10,baskauf/51416,validation,3,0.711316704750061
bioclip,10,baskauf/51409,validation,3,0.628485918045044
bioclip,10,baskauf/51411,validation,3,0.6864420771598816
bioclip,10,baskauf/51418,validation,3,0.7052306532859802
bioclip,10,baskauf/91067,validation,5,0.682377815246582
bioclip,10,baskauf/10574,train,1,0.7711161971092224
bioclip,10,baskauf/29397,train,1,0.7426838874816895
bioclip,10,baskauf/29400,train,1,0.7935266494750977
bioclip,10,baskauf/27927,train,3,0.7445840835571289
bioclip,10,baskauf/27929,train,3,0.6941158175468445
bioclip,10,baskauf/15141,train,3,0.6532489657402039
bioclip,10,baskauf/15143,train,9,0.7953556180000305
bioclip,10,baskauf/15144,train,9,0.7784214615821838
bioclip,10,baskauf/d0997,train,9,0.7641554474830627
bioclip,10,baskauf/10427,train,9,0.8309359550476074
bioclip,10,baskauf/16710,train,1,0.7740353941917419
bioclip,10,baskauf/16683,train,5,0.771390438079834
bioclip,10,baskauf/11100,train,9,0.7940487861633301
bioclip,10,baskauf/11524,test,9,0.7909083366394043
bioclip,10,baskauf/11522,test,3,0.7782195806503296
bioclip,10,baskauf/10791,train,3,0.7382616400718689
bioclip,10,baskauf/10793,train,3,0.7918722629547119
bioclip,10,baskauf/10794,train,3,0.7522231340408325
bioclip,10,baskauf/50707,validation,9,0.826018750667572
bioclip,10,baskauf/50709,validation,3,0.7794568538665771
bioclip,10,baskauf/50587,train,3,0.7457852959632874
bioclip,10,baskauf/50588,train,3,0.7729549407958984
bioclip,10,baskauf/50586,train,9,0.8416491746902466
bioclip,10,baskauf/11202,train,9,0.866127610206604
bioclip,10,baskauf/11166,train,3,0.7695596218109131
bioclip,10,baskauf/10332,train,9,0.8617938160896301
bioclip,10,baskauf/10333,train,3,0.8160931468009949
bioclip,10,baskauf/89384,train,9,0.8271609544754028
bioclip,10,baskauf/11227,train,1,0.7577823996543884
bioclip,10,thomas/0049-08-05,test,6,0.762628436088562
bioclip,10,thomas/0049-08-04,test,6,0.7579257488250732
bioclip,10,thomas/0049-08-02,test,3,0.7588281035423279
bioclip,10,thomas/0049-08-03,test,3,0.7434597015380859
bioclip,10,thomas/0049-08-01,test,3,0.731950581073761
bioclip,10,baskauf/10392,train,3,0.6864091753959656
bioclip,10,baskauf/10393,train,3,0.7091934084892273
bioclip,10,baskauf/51003,train,6,0.7561992406845093
bioclip,10,baskauf/51004,train,6,0.7643424868583679
bioclip,10,baskauf/10206,validation,6,0.6990212202072144
bioclip,10,baskauf/10207,validation,6,0.712212085723877
bioclip,10,baskauf/10339,validation,6,0.7261799573898315
bioclip,10,baskauf/15391,train,3,0.6670798659324646
bioclip,10,baskauf/10739,train,6,0.7154114246368408
bioclip,10,baskauf/11211,train,3,0.6998765468597412
bioclip,10,baskauf/15395,train,1,0.7760409712791443
bioclip,10,baskauf/11206,train,3,0.7087560892105103
bioclip,10,baskauf/11208,train,3,0.6845496892929077
bioclip,10,baskauf/17265,train,2,0.8338602185249329
bioclip,10,baskauf/10766,train,3,0.7295957803726196
bioclip,10,baskauf/29777,train,1,0.7832369208335876
bioclip,10,baskauf/29775,train,9,0.7814744114875793
bioclip,10,baskauf/10491,train,3,0.7152919769287109
bioclip,10,baskauf/10493,train,3,0.753934383392334
bioclip,10,baskauf/10497,train,3,0.7039695382118225
bioclip,10,baskauf/90931,train,9,0.7847264409065247
bioclip,10,baskauf/89354,train,9,0.8439221978187561
bioclip,10,baskauf/91134,train,3,0.7353186011314392
bioclip,10,baskauf/15521,train,6,0.5307029485702515
bioclip,10,baskauf/15533,train,6,0.631587564945221
bioclip,10,baskauf/15537,train,6,0.5360924005508423
bioclip,10,baskauf/15531,train,6,0.8151193857192993
bioclip,10,baskauf/d1104,train,6,0.569514811038971
bioclip,10,baskauf/d1112,train,6,0.752693772315979
bioclip,10,baskauf/d1110,train,6,0.5364927053451538
bioclip,10,baskauf/66149,train,6,0.5629194974899292
bioclip,10,baskauf/66163,train,6,0.6064247488975525
bioclip,10,baskauf/66135,train,6,0.7458571195602417
bioclip,10,baskauf/66137,train,6,0.7154983282089233
bioclip,10,baskauf/66134,train,6,0.49001020193099976
bioclip,10,baskauf/66138,train,6,0.4881976544857025
bioclip,10,baskauf/66140,train,6,0.4805685877799988
bioclip,10,baskauf/66153,train,6,0.462507039308548
bioclip,10,baskauf/66141,train,6,0.45833003520965576
bioclip,10,baskauf/66144,train,6,0.45432424545288086
bioclip,10,baskauf/66145,train,6,0.5831097960472107
bioclip,10,baskauf/66154,train,6,0.6224759817123413
