sample_bucket,sample_order,image_id,file,observation_id,organ_category,ground_truth_species,bioclip_prediction,bioclip_score,bioclip_top5,bioclip_correct,bioclip_top5_correct,dinov3_prediction,dinov3_score,dinov3_top5,dinov3_correct,dinov3_top5_correct,gpt_5_4_prediction,gpt_5_4_score,gpt_5_4_top5,gpt_5_4_correct,gpt_5_4_top5_correct,gemini_flash_lite_prediction,gemini_flash_lite_score,gemini_flash_lite_top5,gemini_flash_lite_correct,gemini_flash_lite_top5_correct,vernacular,family,organ_detail,subview,thumbnail_url,image_url,creator,license,observation_image_count,correct_count,correctness_pattern,prediction_unique_count,all_predictions_same,embedding_predictions_agree,vlm_predictions_agree,bucket_memberships,local_sample_path,download_status,download_error
all_four_correct,11,baskauf/11492,baskauf_11492.jpg,ind-baskauf/11492,whole tree,Tsuga canadensis,Tsuga canadensis,0.99999809,"[{""species"": ""Tsuga canadensis"", ""confidence"": 0.9999980926513672}, {""species"": ""Picea rubens"", ""confidence"": 1.5534973272224306e-06}, {""species"": ""Pinus strobus"", ""confidence"": 3.059017217310611e-07}, {""species"": ""Sorbus americana"", ""confidence"": 1.9555644215074608e-08}, {""species"": ""Quercus alba"", ""confidence"": 1.3440383916929477e-08}]",True,True,Tsuga canadensis,0.97667109,"[{""species"": ""Tsuga canadensis"", ""confidence"": 0.976671087546002}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.0050535798659630425}, {""species"": ""Tilia americana"", ""confidence"": 0.004220929233572829}, {""species"": ""Juglans cinerea"", ""confidence"": 0.0023865396008534347}, {""species"": ""Picea rubens"", ""confidence"": 0.0023649726924326897}]",True,True,Tsuga canadensis,0.78,"[{""species"": ""Tsuga canadensis"", ""confidence"": 0.78}, {""species"": ""Picea glauca"", ""confidence"": 0.11}, {""species"": ""Picea rubens"", ""confidence"": 0.05}, {""species"": ""Picea mariana"", ""confidence"": 0.03}, {""species"": ""Thuja occidentalis"", ""confidence"": 0.01}]",True,True,Tsuga canadensis,0.9,"[{""species"": ""Tsuga canadensis"", ""confidence"": 0.9}, {""species"": ""Picea mariana"", ""confidence"": 0.7}, {""species"": ""Picea glauca"", ""confidence"": 0.6}, {""species"": ""Pinus strobus"", ""confidence"": 0.5}, {""species"": ""Thuja occidentalis"", ""confidence"": 0.4}]",True,True,eastern hemlock,Pinaceae,whole tree,general,https://bioimages.vanderbilt.edu/tn/baskauf/ttsca--wplarge-forest-11492.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gtsca--wplarge-forest-11492.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,4,1111,1,True,True,True,all_four_correct,samples/images/baskauf__11492.jpg,cached,
all_four_correct,12,thomas/0049-08-02,thomas_0049-08-02.jpg,thomas/0049-08,inflorescence,Cercis canadensis,Cercis canadensis,1.0,"[{""species"": ""Cercis canadensis"", ""confidence"": 1.0}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 8.152020392060422e-09}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 2.998960857425459e-09}, {""species"": ""Amelanchier arborea"", ""confidence"": 9.736200734522527e-10}, {""species"": ""Rhus copallinum"", ""confidence"": 4.05865202557365e-10}]",True,True,Cercis canadensis,0.98509729,"[{""species"": ""Cercis canadensis"", ""confidence"": 0.9850972922679325}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.00427456245897337}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.0026638471546260047}, {""species"": ""Acer rubrum"", ""confidence"": 0.0023255811285215226}, {""species"": ""Prunus serotina"", ""confidence"": 0.0010175408449290021}]",True,True,Cercis canadensis,0.99,"[{""species"": ""Cercis canadensis"", ""confidence"": 0.99}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.08}, {""species"": ""Cornus florida"", ""confidence"": 0.04}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.03}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.02}]",True,True,Cercis canadensis,0.9,"[{""species"": ""Cercis canadensis"", ""confidence"": 0.9}, {""species"": ""Magnolia acuminata"", ""confidence"": 0.3}, {""species"": ""Lonicera morrowii"", ""confidence"": 0.1}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.1}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.1}]",True,True,eastern redbud,Fabaceae,inflorescence,whole - unspecified,https://bioimages.vanderbilt.edu/tn/thomas/t0049-08-02.jpg,https://bioimages.vanderbilt.edu/gq/thomas/g0049-08-02.jpg,Ron Thomas,http://creativecommons.org/licenses/by-nc-sa/4.0/,5,4,1111,1,True,True,True,all_four_correct,samples/images/thomas__0049-08-02.jpg,cached,
all_four_wrong,1,baskauf/51398,baskauf_51398.jpg,vanderbilt/6-239,inflorescence,Nyssa sylvatica,Lindera benzoin,0.64254552,"[{""species"": ""Lindera benzoin"", ""confidence"": 0.6425455212593079}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 0.12652471661567688}, {""species"": ""Cornus florida"", ""confidence"": 0.11165766417980194}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.05976604297757149}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.028231481090188026}]",False,False,Cornus amomum,0.2205907,"[{""species"": ""Cornus amomum"", ""confidence"": 0.2205906981248297}, {""species"": ""Acer saccharum"", ""confidence"": 0.19075977996958246}, {""species"": ""Nyssa sylvatica"", ""confidence"": 0.11057270427426755}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.079774194567187}, {""species"": ""Lonicera morrowii"", ""confidence"": 0.05779082853655603}]",False,True,Lonicera morrowii,0.93,"[{""species"": ""Lonicera morrowii"", ""confidence"": 0.93}, {""species"": ""Cornus amomum"", ""confidence"": 0.12}, {""species"": ""Cornus sericea"", ""confidence"": 0.08}, {""species"": ""Cornus racemosa"", ""confidence"": 0.06}, {""species"": ""Dirca palustris"", ""confidence"": 0.04}]",False,False,Lonicera morrowii,0.7,"[{""species"": ""Lonicera morrowii"", ""confidence"": 0.7}, {""species"": ""Cornus sericea"", ""confidence"": 0.3}, {""species"": ""Cornus racemosa"", ""confidence"": 0.2}, {""species"": ""Cornus amomum"", ""confidence"": 0.2}, {""species"": ""Sambucus nigra"", ""confidence"": 0.15}]",False,False,blackgum,Cornaceae,inflorescence,lateral view of flower,https://bioimages.vanderbilt.edu/tn/baskauf/tnysy--flfemside51398.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gnysy--flfemside51398.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,0,0000,3,False,False,True,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__51398.jpg,cached,
all_four_wrong,2,baskauf/12528,baskauf_12528.jpg,vanderbilt/7-324,leaf,Quercus alba,Quercus muehlenbergii,0.83252007,"[{""species"": ""Quercus muehlenbergii"", ""confidence"": 0.832520067691803}, {""species"": ""Quercus bicolor"", ""confidence"": 0.11266934126615524}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.019578997045755386}, {""species"": ""Quercus alba"", ""confidence"": 0.019578997045755386}, {""species"": ""Quercus palustris"", ""confidence"": 0.015248137526214123}]",False,True,Quercus macrocarpa,0.31583215,"[{""species"": ""Quercus macrocarpa"", ""confidence"": 0.3158321475633629}, {""species"": ""Quercus rubra"", ""confidence"": 0.2870881331214588}, {""species"": ""Quercus palustris"", ""confidence"": 0.13750056882294748}, {""species"": ""Quercus bicolor"", ""confidence"": 0.08781813402010857}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.06580151234530209}]",False,False,Cornus florida,0.58,"[{""species"": ""Cornus florida"", ""confidence"": 0.58}, {""species"": ""Cornus amomum"", ""confidence"": 0.2}, {""species"": ""Cornus racemosa"", ""confidence"": 0.11}, {""species"": ""Cornus sericea"", ""confidence"": 0.07}, {""species"": ""Nyssa sylvatica"", ""confidence"": 0.05}]",False,False,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.5}, {""species"": ""Betula lenta"", ""confidence"": 0.4}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.3}]",False,False,white oak,Fagaceae,leaf,unspecified,https://bioimages.vanderbilt.edu/tn/baskauf/tqual--lflower-micro12528.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gqual--lflower-micro12528.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,7,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__12528.jpg,cached,
all_four_wrong,3,baskauf/89381,baskauf_89381.jpg,vanderbilt/7-298,whole tree (or vine),Acer rubrum,Gleditsia triacanthos,0.9854123,"[{""species"": ""Gleditsia triacanthos"", ""confidence"": 0.9854122996330261}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.014056150801479816}, {""species"": ""Quercus palustris"", ""confidence"": 0.00020050023158546537}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.0001561497338116169}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.0001073200473911129}]",False,False,Juglans cinerea,0.21052764,"[{""species"": ""Juglans cinerea"", ""confidence"": 0.21052764454079256}, {""species"": ""Acer saccharum"", ""confidence"": 0.1517187779796913}, {""species"": ""Juglans nigra"", ""confidence"": 0.11079213325367031}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.0945616205403576}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.07310514120826177}]",False,False,Fraxinus americana,0.42,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.42}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.24}, {""species"": ""Acer saccharum"", ""confidence"": 0.14}, {""species"": ""Acer rubrum"", ""confidence"": 0.1}, {""species"": ""Ulmus americana"", ""confidence"": 0.07}]",False,True,Platanus occidentalis,0.6,"[{""species"": ""Platanus occidentalis"", ""confidence"": 0.6}, {""species"": ""Acer saccharum"", ""confidence"": 0.4}, {""species"": ""Ulmus americana"", ""confidence"": 0.3}, {""species"": ""Tilia americana"", ""confidence"": 0.2}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.1}]",False,False,red maple,Aceraceae,whole tree (or vine),winter,https://bioimages.vanderbilt.edu/tn/baskauf/t89381.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g89381.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__89381.jpg,cached,
all_four_wrong,4,baskauf/11812,baskauf_11812.jpg,ind-baskauf/11812,bark,Juglans cinerea,Gleditsia triacanthos,0.38796893,"[{""species"": ""Gleditsia triacanthos"", ""confidence"": 0.38796892762184143}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.3021504878997803}, {""species"": ""Carya ovata"", ""confidence"": 0.3021504878997803}, {""species"": ""Salix nigra"", ""confidence"": 0.007105898577719927}, {""species"": ""Carya cordiformis"", ""confidence"": 0.00014747821842320263}]",False,False,Gymnocladus dioicus,0.16334151,"[{""species"": ""Gymnocladus dioicus"", ""confidence"": 0.1633415061613669}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.11804784235156211}, {""species"": ""Salix nigra"", ""confidence"": 0.08453415523508717}, {""species"": ""Quercus bicolor"", ""confidence"": 0.06506159285224272}, {""species"": ""Pyrus calleryana"", ""confidence"": 0.06472211937639827}]",False,False,Carya ovata,0.44,"[{""species"": ""Carya ovata"", ""confidence"": 0.44}, {""species"": ""Carya laciniosa"", ""confidence"": 0.24}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.14}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.1}, {""species"": ""Castanea dentata"", ""confidence"": 0.07}]",False,False,Juglans nigra,0.6,"[{""species"": ""Juglans nigra"", ""confidence"": 0.6}, {""species"": ""Carya laciniosa"", ""confidence"": 0.5}, {""species"": ""Carya ovata"", ""confidence"": 0.4}, {""species"": ""Ulmus rubra"", ""confidence"": 0.3}, {""species"": ""Quercus alba"", ""confidence"": 0.2}]",False,False,butternut,Juglandaceae,bark,of a medium tree or large branch,https://bioimages.vanderbilt.edu/tn/baskauf/tjuci--brmed-close11812.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gjuci--brmed-close11812.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__11812.jpg,cached,
all_four_wrong,5,baskauf/90972,baskauf_90972.jpg,vanderbilt/7-306,whole tree (or vine),Quercus rubra,Amelanchier arborea,0.92292809,"[{""species"": ""Amelanchier arborea"", ""confidence"": 0.9229280948638916}, {""species"": ""Acer rubrum"", ""confidence"": 0.03578580543398857}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.013164862059056759}, {""species"": ""Quercus rubra"", ""confidence"": 0.00704664271324873}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.006218640599399805}]",False,True,Fraxinus americana,0.21943117,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.21943116669885993}, {""species"": ""Quercus alba"", ""confidence"": 0.19788576123402946}, {""species"": ""Ulmus americana"", ""confidence"": 0.10850088150772448}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.08371707064595714}, {""species"": ""Quercus rubra"", ""confidence"": 0.07798862912682145}]",False,True,Gleditsia triacanthos,0.46,"[{""species"": ""Gleditsia triacanthos"", ""confidence"": 0.46}, {""species"": ""Fraxinus americana"", ""confidence"": 0.24}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.12}, {""species"": ""Juglans nigra"", ""confidence"": 0.09}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.07}]",False,False,Quercus alba,0.7,"[{""species"": ""Quercus alba"", ""confidence"": 0.7}, {""species"": ""Quercus rubra"", ""confidence"": 0.6}, {""species"": ""Quercus bicolor"", ""confidence"": 0.5}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.4}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.3}]",False,True,northern red oak,Fagaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t90972.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g90972.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__90972.jpg,cached,
all_four_wrong,6,ssmv/2-638-02,ssmv_2-638-02.jpg,vanderbilt/3-108,whole tree (or vine),Fraxinus americana,Quercus palustris,0.64122391,"[{""species"": ""Quercus palustris"", ""confidence"": 0.6412239074707031}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.18371373414993286}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.08678022027015686}, {""species"": ""Quercus bicolor"", ""confidence"": 0.06758449971675873}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.011744425632059574}]",False,False,Quercus alba,0.4874627,"[{""species"": ""Quercus alba"", ""confidence"": 0.4874626976934793}, {""species"": ""Fraxinus americana"", ""confidence"": 0.14215219343625188}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.13991688311276226}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.050067165331398336}, {""species"": ""Quercus rubra"", ""confidence"": 0.03519175459136254}]",False,True,Gleditsia triacanthos,0.58,"[{""species"": ""Gleditsia triacanthos"", ""confidence"": 0.58}, {""species"": ""Fraxinus americana"", ""confidence"": 0.24}, {""species"": ""Juglans nigra"", ""confidence"": 0.14}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.08}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.05}]",False,True,Quercus alba,0.7,"[{""species"": ""Quercus alba"", ""confidence"": 0.7}, {""species"": ""Quercus rubra"", ""confidence"": 0.6}, {""species"": ""Quercus velutina"", ""confidence"": 0.5}, {""species"": ""Quercus bicolor"", ""confidence"": 0.4}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.3}]",False,False,white ash,Oleaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/ssmv/t2-638-02.jpg,https://bioimages.vanderbilt.edu/gq/ssmv/g2-638-02.jpg,Vamsi Subraveti,http://creativecommons.org/licenses/by/4.0/,4,0,0000,3,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/ssmv__2-638-02.jpg,cached,
all_four_wrong,7,baskauf/37296,baskauf_37296.jpg,ind-baskauf/37284,twig,Betula lenta,Amelanchier arborea,0.61507678,"[{""species"": ""Amelanchier arborea"", ""confidence"": 0.6150767803192139}, {""species"": ""Sorbus americana"", ""confidence"": 0.22627413272857666}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.1372421830892563}, {""species"": ""Betula lenta"", ""confidence"": 0.012765510939061642}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.004144354723393917}]",False,True,Rhus aromatica,0.2114889,"[{""species"": ""Rhus aromatica"", ""confidence"": 0.21148890361657002}, {""species"": ""Prunus serotina"", ""confidence"": 0.20641949361530312}, {""species"": ""Cercis canadensis"", ""confidence"": 0.08236292232138583}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.044158821316706655}, {""species"": ""Cornus amomum"", ""confidence"": 0.0438364160724922}]",False,False,Ostrya virginiana,0.42,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.42}, {""species"": ""Betula lenta"", ""confidence"": 0.24}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.14}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.11}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.08}]",False,True,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Betula lenta"", ""confidence"": 0.5}, {""species"": ""Acer saccharum"", ""confidence"": 0.4}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.3}]",False,True,sweet birch,Betulaceae,twig,winter overall,https://bioimages.vanderbilt.edu/tn/baskauf/tbele--tw37296.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gbele--tw37296.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__37296.jpg,cached,
all_four_wrong,8,baskauf/51186,baskauf_51186.jpg,vanderbilt/12-11,inflorescence,Quercus bicolor,Quercus palustris,0.89822119,"[{""species"": ""Quercus palustris"", ""confidence"": 0.8982211947441101}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.0946718156337738}, {""species"": ""Quercus rubra"", ""confidence"": 0.0028588413260877132}, {""species"": ""Quercus bicolor"", ""confidence"": 0.0022264677099883556}, {""species"": ""Quercus alba"", ""confidence"": 0.001964850816875696}]",False,True,Quercus palustris,0.31776012,"[{""species"": ""Quercus palustris"", ""confidence"": 0.31776011570623014}, {""species"": ""Carya cordiformis"", ""confidence"": 0.0642339043764193}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.058847245533068276}, {""species"": ""Populus deltoides"", ""confidence"": 0.04954855977218578}, {""species"": ""Quercus bicolor"", ""confidence"": 0.04657692361534598}]",False,True,Quercus alba,0.42,"[{""species"": ""Quercus alba"", ""confidence"": 0.42}, {""species"": ""Quercus bicolor"", ""confidence"": 0.22}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.14}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.11}, {""species"": ""Quercus rubra"", ""confidence"": 0.08}]",False,True,Quercus alba,0.8,"[{""species"": ""Quercus alba"", ""confidence"": 0.8}, {""species"": ""Quercus rubra"", ""confidence"": 0.7}, {""species"": ""Quercus bicolor"", ""confidence"": 0.6}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.5}, {""species"": ""Quercus velutina"", ""confidence"": 0.4}]",False,True,swamp white oak,Fagaceae,inflorescence,whole - male,https://bioimages.vanderbilt.edu/tn/baskauf/tqubi--flmale51186.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gqubi--flmale51186.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,0,0000,2,False,True,True,all_four_wrong|bioclip_and_dino_wrong|vlm_embedding_consensus_conflict,samples/images/baskauf__51186.jpg,cached,
all_four_wrong,9,baskauf/11690,baskauf_11690.jpg,ind-baskauf/11687,bark,Ulmus americana,Robinia pseudoacacia,0.93680865,"[{""species"": ""Robinia pseudoacacia"", ""confidence"": 0.9368086457252502}, {""species"": ""Carya ovata"", ""confidence"": 0.017158249393105507}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.013362857513129711}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.013362857513129711}, {""species"": ""Carya cordiformis"", ""confidence"": 0.0071526216343045235}]",False,False,Carya ovata,0.41536965,"[{""species"": ""Carya ovata"", ""confidence"": 0.4153696508811942}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.2055934687314407}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.08613499856801386}, {""species"": ""Fraxinus americana"", ""confidence"": 0.03670045587488609}, {""species"": ""Salix nigra"", ""confidence"": 0.02876187723908252}]",False,False,Ostrya virginiana,0.72,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.72}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.18}, {""species"": ""Carya ovata"", ""confidence"": 0.11}, {""species"": ""Ulmus rubra"", ""confidence"": 0.08}, {""species"": ""Castanea dentata"", ""confidence"": 0.06}]",False,False,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Ulmus rubra"", ""confidence"": 0.5}, {""species"": ""Carya ovata"", ""confidence"": 0.4}, {""species"": ""Quercus rubra"", ""confidence"": 0.3}]",False,False,American elm,Ulmaceae,bark,of a small tree or small branch,https://bioimages.vanderbilt.edu/tn/baskauf/tulam--brsmall11690.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gulam--brsmall11690.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__11690.jpg,cached,
all_four_wrong,10,baskauf/10942,baskauf_10942.jpg,ind-baskauf/10938,twig,Rhus copallinum,Rhus glabra,0.73002172,"[{""species"": ""Rhus glabra"", ""confidence"": 0.7300217151641846}, {""species"": ""Rhus copallinum"", ""confidence"": 0.2685600221157074}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.0010975432815030217}, {""species"": ""Rhus aromatica"", ""confidence"": 0.0003144514048472047}, {""species"": ""Sorbus americana"", ""confidence"": 1.8697963923841598e-06}]",False,True,Lindera benzoin,0.19684103,"[{""species"": ""Lindera benzoin"", ""confidence"": 0.1968410255584364}, {""species"": ""Carya cordiformis"", ""confidence"": 0.13623240602734907}, {""species"": ""Rhus copallinum"", ""confidence"": 0.07983444384253013}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.07236312636463078}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.06443747962300586}]",False,True,Betula lenta,0.36,"[{""species"": ""Betula lenta"", ""confidence"": 0.36}, {""species"": ""Prunus serotina"", ""confidence"": 0.28}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.18}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.1}, {""species"": ""Pyrus calleryana"", ""confidence"": 0.07}]",False,False,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.5}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.4}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.3}]",False,False,winged sumac,Anacardiaceae,twig,winter overall,https://bioimages.vanderbilt.edu/tn/baskauf/trhcol2twclose10942.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/grhcol2twclose10942.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,0,0000,4,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__10942.jpg,cached,
all_four_wrong,11,baskauf/91110,baskauf_91110.jpg,vanderbilt/12-11,whole tree (or vine),Quercus bicolor,Ostrya virginiana,0.73424089,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.7342408895492554}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.12759192287921906}, {""species"": ""Pyrus calleryana"", ""confidence"": 0.07738841325044632}, {""species"": ""Juglans cinerea"", ""confidence"": 0.015238682739436626}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.011867898516356945}]",False,False,Fraxinus americana,0.24221475,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.24221475222628178}, {""species"": ""Juglans nigra"", ""confidence"": 0.1424185454274228}, {""species"": ""Quercus rubra"", ""confidence"": 0.12407884529537777}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.07116224468399764}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.05028334449317431}]",False,False,Quercus alba,0.43,"[{""species"": ""Quercus alba"", ""confidence"": 0.43}, {""species"": ""Quercus rubra"", ""confidence"": 0.26}, {""species"": ""Quercus palustris"", ""confidence"": 0.12}, {""species"": ""Quercus bicolor"", ""confidence"": 0.09}, {""species"": ""Quercus velutina"", ""confidence"": 0.07}]",False,True,Quercus alba,0.7,"[{""species"": ""Quercus alba"", ""confidence"": 0.7}, {""species"": ""Quercus rubra"", ""confidence"": 0.6}, {""species"": ""Quercus bicolor"", ""confidence"": 0.5}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.4}, {""species"": ""Quercus velutina"", ""confidence"": 0.3}]",False,True,swamp white oak,Fagaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t91110.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g91110.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,0,0000,3,False,False,True,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__91110.jpg,cached,
